PK,f_PK,Name,RAh,RAm,DE-,DEd,DEm,List,Disc,Note,ImFile,Page
000+17.1,--,PC 12,16,41.0,-,18,52,--,Minkowski 1957,--,--,--
000+12.1,--,IC 4634,16,58.6,-,21,45,--,Fleming 1893,--,--,--
000+06.1,*,Ta 67,17,19.8,-,25,22,S4,"Terzan, Ounnas 1988",--,bb001-005,1
000+06.2,--,Trz 41,17,17.3,-,24,49,S5,Thompson etal. 1991,*,bb001-005,1
000+04.1,*,H 2-11,17,26.3,-,25,47,--,Haro 1952,--,--,--
000+04.2,--,H 1-16,17,26.3,-,26,24,--,Haro 1952,--,--,--
000+04.3,*,IRAS17267-2608,17,26.8,-,26,9,S4,"Ratag etal. 1990, No.20",*,bb001-005,1
000+04.4,*,IRAS17270-2618,17,27.1,-,26,19,S4,"Ratag etal. 1990, No.21",--,bb001-005,1
000+03.1,--,He 2-250,17,31.8,-,26,34,--,Henize 1964,--,--,--
000+02.1,--,Ae 2-J,17,32.5,-,27,22,S2,Allen 1979,--,bb001-005,1
000+02.2,M,ESO-520-13,17,36.2,-,27,14,S2,M S3 (Holmberg etal. 1978),--,--,--
000+02.3,*,K 6-4,17,34.6,-,27,47,S5,Kohoutek 1994,--,bb001-005,2
000+01.1,--,K 6-7,17,36.4,-,27,26,S5,Kohoutek 1994,--,bb001-005,2
000+01.2,--,K 6-8,17,36.5,-,27,46,S5,Kohoutek 1994,--,bb001-005,2
000+01.3,--,JaSt 34,17,39.3,-,27,54,S6,"Jacoby, Van de Steene 1997",--,bb001-005,2
000+01.4,--,JaSt 36,17,39.4,-,27,32,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000+01.5,--,JaSt 41,17,40.3,-,27,33,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000-00.1,M,Bl 3-4,17,44.0,-,28,45,--,M S2 (Blanco 1964),--,--,--
000-00.2,M,Bl 3-22,17,43.9,-,29,0,--,M S2 (Blanco 1964),--,--,--
000-00.3,--,JaSt 68,17,47.2,-,28,32,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000-00.4,--,JaSt 71,17,47.6,-,28,44,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000-00.5,--,JaSt 75,17,48.2,-,28,35,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000-01.1,--,M 3-43,17,47.2,-,29,24,--,Minkowski 1948,--,--,--
000-01.2,--,Bl 3-15,17,49.4,-,29,6,--,Blanco 1964,--,--,--
000-01.3,M,Bl O,17,50.6,-,28,59,--,M S2 (Blanco 1961),--,--,--
000-01.4,M,Bl 3-14,17,49.2,-,29,45,--,M S2 (Blanco 1964),*,--,--
000-01.5,--,M 2-19,17,50.6,-,29,43,--,Minkowski 1947,--,--,--
000-01.6,--,M 2-20,17,51.2,-,29,36,--,Minkowski 1947,--,--,--
000-01.7,--,Ae 2-Q,17,50.2,-,29,17,S2,Allen 1979,--,bb001-005,4
000-01.8,--,JaSt 66,17,47.0,-,29,18,S6,"Jacoby, Van de Steene 1997",--,bb001-005,3
000-01.9,--,JaSt 72,17,47.6,-,29,24,S6,"Jacoby, Van de Steene 1997",--,bb001-005,4
000-01.10,--,JaSt 90,17,50.2,-,29,49,S6,"Jacoby, Van de Steene 1997",--,bb001-005,4
000-01.11,--,JaSt 76,17,48.7,-,29,30,S6,"Jacoby, Van de Steene 1997",--,bb001-005,4
000-01.12,--,JaSt 83,17,49.7,-,29,29,S6,"Jacoby, Van de Steene 1997",--,bb001-005,4
000-01.13,--,JaSt 93,17,50.8,-,29,20,S6,"Jacoby, Van de Steene 1997",--,bb001-005,5
000-01.14,--,JaSt 74,17,48.0,-,28,56,S6,"Jacoby, Van de Steene 1997",--,bb001-005,5
000-02.1,--,Bl 3-13,17,52.9,-,29,11,--,Blanco 1964,--,--,--
000-02.2,--,Bl 3-10,17,52.1,-,29,57,--,Blanco 1964,--,--,--
000-02.3,M,H 2-32,17,53.2,-,29,38,--,M S4 (Haro 1952),--,--,--
000-02.4,--,M 2-21,17,55.0,-,29,44,--,Minkowski 1947,--,--,--
000-02.5,--,M 3-47,17,54.5,-,30,2,--,Minkowski 1948,--,--,--
000-02.6,--,M 3-19,17,55.1,-,30,0,--,Minkowski 1948,--,--,--
000-03.1,--,M 3-22,17,59.1,-,30,14,--,Minkowski 1948,--,--,--
000-03.2,--,KnFs 1,17,56.1,-,30,3,S4,Kinman etal. 1988,--,bb001-005,5
000-04.1,--,M 2-28,18,1.8,-,30,59,--,Minkowski 1947,--,--,--
000-04.2,--,M 3-23,18,3.9,-,30,35,--,Minkowski 1948,--,--,--
000-04.3,--,Sa 3-117,18,1.5,-,31,3,S1,Sanduleak 1976,*,bb001-005,5
000-05.1,--,H 2-40,18,5.3,-,31,37,--,Haro 1952,--,--,--
000-05.2,--,SB 2,18,5.4,-,31,7,S6,Beaulieu 1996,--,bb001-005,5
000-06.1,M,ESO-456-73,18,9.4,-,32,7,S2,M S3 (Holmberg etal. 1978),--,--,--
000-06.2,--,SB 3,18,9.0,-,31,21,S6,Beaulieu 1996,--,bb001-005,5
000-07.1,--,M 2-35,18,14.4,-,31,58,--,Minkowski 1947,--,--,--
000-07.2,--,H 2-46,18,15.4,-,31,56,--,Haro 1952,--,--,--
000-08.1,--,SB 1,18,15.5,-,32,49,S6,Beaulieu 1996,--,bb006-010,1
001+05.1,--,H 1-14,17,25.0,-,24,23,--,Haro 1952,*,bb006-010,1
001+05.2,--,H 1-15,17,25.6,-,24,49,--,Haro 1952,--,--,--
001+04.1,M,MaC 1-5,17,29.0,-,24,43,S2,M S4 (MacConnell 1978),*,--,--
001+03.1,--,K 5-5,17,32.3,-,25,41,S5,Kohoutek 1994,*,bb006-010,1
001+02.1,--,He 2-262,17,37.1,-,26,43,--,Henize 1964,--,--,--
001+02.2,--,K 5-10,17,38.3,-,26,2,S5,Kohoutek 1994,--,bb006-010,1
001+01.1,--,K 1-4,17,37.3,-,26,59,--,Kohoutek 1962,--,--,--
001+01.2,--,K 6-10,17,40.2,-,26,43,S5,Kohoutek 1994,--,bb006-010,1
001+01.3,--,JaSt 39,17,39.7,-,27,20,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+01.4,--,JaSt 43,17,40.4,-,26,46,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+01.5,--,JaSt 52,17,42.5,-,27,0,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+01.6,--,JaSt 49,17,41.5,-,26,46,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+00.1,M,Bl 3-2,17,42.8,-,26,57,--,M S2 (Blanco 1964),--,--,--
001+00.2,--,JaSt 51,17,42.0,-,27,31,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+00.3,--,JaSt 53,17,42.6,-,27,30,S6,"Jacoby, Van de Steene 1997",--,bb006-010,2
001+00.4,--,JaSt 60,17,45.6,-,27,25,S6,"Jacoby, Van de Steene 1997",--,bb006-010,3
001-00.1,M,Bl 3-11,17,45.1,-,28,0,--,M S2 (Blanco 1964),*,--,--
001-00.2,M,Bl 3-3,17,46.4,-,27,45,--,M S2 (Blanco 1964),--,--,--
001-00.3,M,Bl 3-19,17,48.6,-,27,47,--,M S2 (Blanco 1964),--,--,--
001-00.4,--,K 6-17,17,49.0,-,28,2,S5,Kohoutek 1994,--,bb006-010,3
001-00.5,--,JaSt 77,17,48.8,-,27,47,S6,"Jacoby, Van de Steene 1997",--,bb006-010,3
001-00.6,--,JaSt 78,17,48.9,-,27,36,S6,"Jacoby, Van de Steene 1997",--,bb006-010,3
001-01.1,M,Bl M,17,50.6,-,28,27,--,M S2 (Blanco 1961),--,--,--
001-01.2,--,Bl Q,17,51.4,-,28,12,--,Blanco 1961,--,--,--
001-01.3,*,H 2-31,17,52.9,-,28,13,--,Haro 1952,--,--,--
001-01.4,--,Sa 3-92,17,51.7,-,28,48,S1,Sanduleak 1976,*,bb006-010,3
001-01.5,--,JaSt 92,17,50.4,-,28,28,S6,"Jacoby, Van de Steene 1997",--,bb006-010,3
001-01.6,--,JaSt 86,17,50.0,-,28,18,S6,"Jacoby, Van de Steene 1997",--,bb006-010,4
001-02.1,*,H 2-34,17,55.3,-,28,33,--,Haro 1952,*,--,--
001-02.2,--,Sa 3-104,17,55.2,-,29,21,S1,Sanduleak 1976,--,bb006-010,4
001-03.1,M,H 1-47,17,57.4,-,29,22,--,M S4 (Haro 1952),*,--,--
001-03.2,M,Ap 1-7,17,58.3,-,29,20,--,M S4 (Apriamashvili 1961),*,--,--
001-03.3,--,SAWI 1,17,59.2,-,29,25,S3,"Shaw, Wirth 1985",*,bb006-010,4
001-03.4,*,SAWI 2,17,59.9,-,29,46,S3,"Shaw, Wirth 1985",*,bb006-010,5
001-03.5,*,SAWI 3,18,0.1,-,29,51,S3,"Shaw, Wirth 1985",*,bb006-010,4
001-03.6,*,SAWI 4,18,0.4,-,29,46,S3,"Shaw, Wirth 1985",*,bb006-010,5
001-03.7,--,SAWI 5,18,0.7,-,29,52,S3,"Shaw, Wirth 1985",*,bb006-010,5
001-03.8,*,SAWI 6,18,0.8,-,29,27,S3,"Shaw, Wirth 1985",*,bb011-015,1
001-03.9,--,SAWI 7,18,1.9,-,29,21,S3,"Shaw, Wirth 1985",*,bb011-015,1
001-04.1,--,H 1-55,18,4.0,-,29,42,--,Haro 1952,--,--,--
001-04.2,--,H 1-56,18,4.7,-,29,45,--,Haro 1952,--,--,--
001-05.1,--,SB 5,18,8.0,-,30,39,S6,Beaulieu 1996,--,bb011-015,1
001-05.2,--,SB 6,18,10.0,-,30,27,S6,Beaulieu 1996,--,bb011-015,1
001-06.1,*,CnMy 17,18,12.2,-,30,33,--,"Cannon, Mayall 1938",*,--,--
001-06.2,--,SwSt 1,18,13.0,-,30,53,--,"Swings, Struve 1940",--,--,--
001-06.3,--,SB 4,18,11.0,-,31,12,S6,Beaulieu 1996,--,bb011-015,2
002+08.1,--,H 1-11,17,18.3,-,22,16,--,Haro 1952,--,--,--
002+06.1,*,IRAS17248-2254,17,24.9,-,22,55,S4,"Pottasch etal. 1988, No.6",--,bb011-015,2
002+05.1,--,NGC 6369,17,26.3,-,23,43,--,W. Herschel 1784,*,--,--
002+05.2,--,K 5-3,17,27.6,-,23,43,S5,Kohoutek 1994,*,bb011-015,2
002+04.1,--,Th 3-27,17,32.9,-,24,24,--,The 1964,--,--,--
002+02.1,--,Ta 5,17,39.4,-,25,44,S5,Terzan 1989,*,bb011-015,2
002+02.2,--,Ta 1580,17,40.6,-,25,35,S5,Terzan 1989,*,bb011-015,2
002+01.1,--,H 2-20,17,42.6,-,25,39,--,Haro 1952,*,bb011-015,2
002+01.2,--,Ta 1567,17,42.4,-,25,37,S5,Terzan 1989,*,bb011-015,3
002+01.3,*,K 5-15,17,42.0,-,25,43,S5,Kohoutek 1994,*,bb011-015,3
002+01.4,--,JaFu 1,17,40.8,-,26,11,S6,Jacoby et al. 1997,*,bb011-015,3
002-01.1,--,Pe 2-11,17,55.4,-,27,37,--,Perek 1960,*,bb011-015,3
002-02.1,--,H 1-45,17,55.2,-,28,15,--,Haro 1952,--,--,--
002-02.2,--,M 3-20,17,56.2,-,28,14,--,Minkowski 1948,*,--,--
002-02.3,--,Pe 2-12,17,58.0,-,27,38,--,Perek 1960,--,--,--
002-02.4,--,M 2-23,17,58.5,-,28,26,--,Minkowski 1947,--,--,--
002-02.5,--,KnFs 2,17,57.8,-,28,16,S4,Kinman etal. 1988,--,bb011-015,4
002-03.1,*,Ap 1-8,18,1.3,-,28,22,--,Apriamashvili 1961,*,--,--
002-03.2,--,H 2-37,18,1.3,-,28,38,--,Haro 1952,--,--,--
002-03.3,--,M 1-37,18,2.3,-,28,22,--,Minkowski 1946,--,--,--
002-03.4,*,H 2-38,18,2.9,-,28,17,--,Haro 1952,*,--,--
002-03.5,--,M 1-38,18,2.9,-,28,41,--,Minkowski 1946,--,--,--
002-03.6,--,H 2-39,18,4.9,-,28,27,--,Haro 1952,--,--,--
002-03.7,--,Sa 3-115,18,0.9,-,28,28,S1,Sanduleak 1976,*,bb011-015,4
002-04.1,--,H 1-54,18,3.9,-,29,13,--,Haro 1952,--,--,--
002-04.2,--,M 1-42,18,7.9,-,29,0,--,Minkowski 1946,--,--,--
002-05.1,*,He 2-370,18,11.4,-,29,50,--,Henize 1964,*,--,--
002-05.2,--,KnFs 14,18,9.8,-,29,26,S4,Kinman etal. 1988,--,bb011-015,4
002-06.1,--,M 2-33,18,11.9,-,30,17,--,Minkowski 1947,--,--,--
002-06.2,--,H 1-63,18,13.1,-,30,9,--,Haro 1952,--,--,--
002-07.1,--,M 2-41,18,19.4,-,30,45,--,Minkowski 1947,--,--,--
002-09.1,--,Cn 1-5,18,26.0,-,31,32,--,Cannon 1921,*,--,--
002-13.1,--,IC 4776,18,42.6,-,33,24,--,Fleming 1896,--,--,--
002-52.1,--,IC 5148-50,21,56.6,-,39,38,--,Hoffmeister 1961,--,--,--
003+66.1,--,SkAc 1,14,14.0,+,14,6,S6,"Skiff, Acker 1996",--,bb011-015,5
003+07.1,--,H 2-8,17,21.8,-,21,31,--,Haro 1952,--,--,--
003+06.1,*,IRAS17269-2235,17,27.0,-,22,35,S6,Garcia-Lario etal. 1996,*,bb011-015,5
003+05.1,--,H 2-15,17,31.4,-,22,51,--,Haro 1952,--,--,--
003+04.1,--,K 5-6,17,32.5,-,23,10,S5,Kohoutek 1994,*,bb011-015,5
003+04.2,--,K 5-7,17,34.3,-,24,2,S5,Kohoutek 1994,--,bb011-015,5
003+03.1,*,H 2-17,17,37.1,-,24,24,--,Haro 1952,*,--,--
003+03.2,--,M 2-14,17,38.9,-,24,10,--,Minkowski 1947,--,--,--
003+02.1,--,Hb 4,17,38.8,-,24,41,--,Hubble 1921,--,--,--
003+02.2,*,IRAS17414-2412,17,41.5,-,24,12,S4,"Pottasch etal. 1988, No.11",*,bb016-020,1
003+01.1,--,Ta 2111,17,45.4,-,24,40,S5,Terzan 1989,*,bb011-015,5
003-01.1,M,He 2-325,17,58.0,-,26,22,--,M S1 (Henize 1964),--,--,--
003-02.1,--,M 1-35,18,0.5,-,26,44,--,Minkowski 1946,--,--,--
003-02.2,--,M 2-26,18,0.1,-,26,59,--,Minkowski 1947,--,--,--
003-02.3,--,IC 4673,18,0.2,-,27,7,--,Barnard 1896,--,--,--
003-02.4,*,KnFs 4,17,59.7,-,27,41,S4,Kinman etal. 1988,--,bb016-020,1
003-03.1,M,Sa 3-119,18,3.4,-,27,45,S1,M S3 (Sanduleak 1976),--,--,--
003-03.2,--,KnFs 7,18,3.7,-,27,7,S4,Kinman etal. 1988,--,bb016-020,1
003-04.1,M,Ap 1-10,18,7.6,-,27,59,--,M S6 (Apriamashvili 1961),--,--,--
003-04.2,*,Ap 1-9,18,7.3,-,28,8,--,Apriamashvili 1961,*,--,--
003-04.3,--,H 1-59,18,8.3,-,27,47,--,Haro 1952,--,--,--
003-04.4,--,H 2-41,18,9.2,-,27,53,--,Haro 1952,--,--,--
003-04.5,--,NGC 6565,18,8.7,-,28,11,--,Pickering 1880,--,--,--
003-04.6,M,Ap 1-11,18,7.9,-,28,33,--,M S6 (Apriamashvili 1961),*,--,--
003-04.7,*,Ap 1-12,18,8.4,-,28,23,--,Apriamashvili 1961,--,--,--
003-04.8,--,M 2-30,18,9.4,-,27,59,--,Minkowski 1947,--,--,--
003-04.9,*,H 2-43,18,9.6,-,28,21,--,Haro 1952,*,--,--
003-04.10,M,ESO-456-64,18,7.4,-,27,52,S2,M S3 (Holmberg etal. 1978),--,--,--
003-04.11,--,KnFs 12,18,7.4,-,28,20,S4,Kinman etal. 1988,--,bb016-020,2
003-06.1,--,M 2-36,18,14.5,-,29,10,--,Minkowski 1947,*,--,--
003-06.2,--,SB 7,18,14.6,-,29,7,S6,Beaulieu 1996,--,bb016-020,2
003-07.1,--,KnFs 19,18,20.0,-,29,45,S4,Kinman etal. 1988,--,bb016-020,2
003-14.1,--,Hb 7,18,52.4,-,32,20,--,Hubble 1921,--,--,--
003-17.1,--,Hb 8,19,2.3,-,33,16,--,Hubble 1921,--,--,--
004+06.1,M,H 2-12,17,27.6,-,21,26,--,M S1 (Haro 1952),*,--,--
004+06.2,--,H 1-24,17,30.6,-,21,44,--,Haro 1952,--,--,--
004+06.3,*,G 4.4+6.4,17,28.9,-,21,48,S5,Xilouris etal. 1994,--,bb016-020,2
004+04.1,--,M 1-25,17,35.5,-,22,7,--,Minkowski 1946,--,--,--
004+02.1,--,H 2-25,17,46.0,-,23,42,--,Haro 1952,--,--,--
004+02.2,--,IRAS17445-2412,17,44.5,-,24,12,S5,"Pottasch etal. 1988, No.16",*,bb016-020,2
004+01.1,--,H 2-24,17,45.5,-,24,16,--,Haro 1952,--,--,--
004-02.1,--,H 1-53,18,2.8,-,26,30,--,Haro 1952,--,--,--
004-03.1,--,M 2-29,18,3.6,-,26,55,--,Minkowski 1947,--,--,--
004-03.2,--,KnFs 10,18,4.9,-,26,55,S4,Kinman etal. 1988,--,bb016-020,3
004-03.3,--,KnFs 11,18,7.1,-,27,17,S4,Kinman etal. 1988,--,bb016-020,3
004-04.1,--,H 1-60,18,9.3,-,27,30,--,Haro 1952,--,--,--
004-04.2,*,M 1-44,18,13.2,-,27,6,--,Minkowski 1946,*,--,--
004-05.1,--,M 3-26,18,13.1,-,27,16,--,Minkowski 1948,--,--,--
004-05.2,*,He 2-376,18,12.6,-,27,55,--,Henize 1964,*,bb016-020,3
004-05.3,--,Pe 1-12,18,14.5,-,28,18,--,Perek 1960,--,--,--
004-05.4,M,K 2-9,18,15.5,-,28,11,--,M S6 (Kohoutek 1964),--,--,--
004-05.5,--,M 2-37,18,15.5,-,28,9,--,Minkowski 1947,--,--,--
004-05.6,--,SB 8,18,12.7,-,27,50,S6,Beaulieu 1996,--,bb016-020,4
004-05.7,--,SB 10,18,15.0,-,27,33,S6,Beaulieu 1996,--,bb016-020,4
004-09.1,--,SB 9,18,32.5,-,29,41,S6,Beaulieu 1996,--,bb016-020,4
004-11.1,--,M 3-29,18,36.2,-,30,43,--,Minkowski 1948,*,--,--
004-11.2,--,He 2-418,18,41.0,-,30,23,--,Henize 1964,--,--,--
004-22.1,--,He 2-436,19,28.9,-,34,19,--,Henize 1964,--,--,--
005+06.1,--,M 3-11,17,32.4,-,20,55,--,Minkowski 1948,--,--,--
005+05.1,--,M 3-12,17,33.4,-,21,29,--,Minkowski 1948,--,--,--
005+05.2,--,H 2-16,17,36.9,-,21,13,--,Haro 1952,--,--,--
005+04.1,--,H 1-27,17,37.3,-,22,18,--,Haro 1952,--,--,--
005+04.2,--,M 3-13,17,38.6,-,22,12,--,Minkowski 1948,--,--,--
005+03.1,--,Pe 1-9,17,42.6,-,23,1,--,Perek 1960,--,--,--
005+02.1,--,H 1-34,17,45.1,-,22,46,--,Haro 1952,--,--,--
005+02.2,--,K 5-19,17,46.8,-,23,27,S5,Kohoutek 1994,--,bb016-020,4
005-01.1,--,IRAS18023-2513,18,2.3,-,25,14,S5,"Pottasch etal. 1988, No.34",*,bb016-020,4
005-02.1,--,M 3-24,18,4.8,-,25,25,--,Minkowski 1948,--,--,--
005-02.2,*,MaC 1-10,18,6.1,-,25,5,S2,MacConnell 1978,*,bb016-020,5
005-03.1,--,H 1-58,18,6.1,-,26,3,--,Haro 1952,--,--,--
005-03.2,--,H 2-42,18,9.3,-,26,34,--,Haro 1952,--,--,--
005-03.3,--,KnFs 13,18,9.6,-,25,45,S4,Kinman etal. 1988,--,bb016-020,5
005-04.1,--,H 2-44,18,10.6,-,26,10,--,Haro 1952,--,--,--
005-04.2,--,KnFs 16,18,13.8,-,26,25,S4,Kinman etal. 1988,--,bb016-020,5
005-05.1,--,M 2-38,18,16.3,-,26,37,--,Minkowski 1947,--,--,--
005-05.2,*,He 2-390,18,17.9,-,26,50,--,Henize 1964,*,--,--
005-05.3,--,SB 11,18,17.6,-,27,17,S6,Beaulieu 1996,*,bb021-025,1
005-06.1,--,NGC 6620,18,19.8,-,26,51,--,Pickering 1880,--,--,--
005-06.2,--,SB 12,18,18.8,-,27,11,S6,Beaulieu 1996,--,bb021-025,1
005-08.1,--,Hf 2-2,18,29.3,-,28,46,--,Hoffleit 1953,*,--,--
005-18.1,--,SKWL 2-21,19,11.1,-,32,40,S1,"Stock, Wroblewski 1972",*,bb021-025,1
006+08.1,--,M 1-20,17,26.0,-,19,14,--,Minkowski 1946,--,--,--
006+07.1,M,M 1-21,17,31.3,-,19,7,--,M S6 (Minkowski 1946),--,--,--
006+04.1,--,H 2-18,17,40.5,-,21,9,--,Haro 1952,--,--,--
006+04.2,--,M 3-15,17,42.5,-,20,57,--,Minkowski 1948,--,--,--
006+03.1,*,H 2-22,17,44.6,-,21,47,--,Haro 1952,--,--,--
006+03.2,--,M 1-28,17,44.6,-,22,5,--,Minkowski 1946,--,--,--
006+03.3,*,IRAS17448-2131,17,44.8,-,21,31,S6,Garcia-Lario 1996,*,bb021-025,1
006+02.1,--,Th 4-3,17,45.6,-,22,16,--,The 1964,--,--,--
006+02.2,*,H 2-28,17,48.0,-,22,19,--,Haro 1952,*,--,--
006+02.3,--,Th 4-7,17,49.4,-,21,51,--,The 1964,--,--,--
006+02.4,--,Pe 2-10,17,50.6,-,21,58,--,Perek 1960,--,--,--
006+02.5,--,M 1-13,17,49.7,-,22,21,--,Minkowski 1946,--,--,--
006+01.1,*,HtTr 8,17,52.9,-,22,59,S3,"Hartl, Tritton 1983",--,bb021-025,1
006+00.1,M,V-V 2-1,17,57.0,-,23,13,--,M S6 (Vorontsov-Vel.etal 1965),*,--,--
006-02.1,--,M 1-41,18,6.4,-,24,13,--,Minkowski 1946,--,--,--
006-03.1,--,H 1-61,18,9.5,-,24,51,--,Haro 1952,--,--,--
006-03.2,--,H 2-45,18,11.4,-,24,45,--,Haro 1952,--,--,--
006-03.3,--,M 2-31,18,10.2,-,25,31,--,Minkowski 1947,--,--,--
006-03.4,--,KnFs 15,18,11.2,-,25,22,S4,Kinman etal. 1988,--,bb021-025,2
006-04.1,--,Pe 2-13,18,15.1,-,25,39,--,Perek 1960,--,--,--
006-05.1,*,SB 13,18,19.9,-,26,7,S6,Beaulieu 1996,--,bb021-025,1
006-08.1,--,Ae 1,18,31.8,-,27,9,S1,Allen 1973,*,bb021-025,2
006-19.1,--,SKWL 2-18,19,19.0,-,31,36,S1,"Stock, Wroblewski 1972",*,bb021-025,2
006-41.1,--,PaRu 1-1,21,2.7,-,37,21,S4,Pena etal. 1989,*,bb021-025,2
007+10.1,*,MaC 1-4,17,23.7,-,16,46,S2,MacConnell 1978,--,bb021-025,2
007+07.1,--,M 1-22,17,32.2,-,18,32,--,Minkowski 1946,--,--,--
007+06.1,--,M 1-23,17,34.4,-,18,45,--,Minkowski 1946,--,--,--
007+06.2,--,M 1-24,17,35.2,-,19,36,--,Minkowski 1946,--,--,--
007+04.1,--,Th 4-1,17,43.4,-,20,13,--,The 1964,--,--,--
007+02.1,*,Th 4-8,17,49.8,-,21,15,--,The 1964,*,--,--
007+01.1,--,Hb 6,17,52.1,-,21,44,--,Hubble 1921,*,--,--
007+01.2,*,M 3-18,17,54.3,-,21,41,--,Minkowski 1948,*,--,--
007-03.1,--,M 2-34,18,14.2,-,24,0,--,Minkowski 1947,--,--,--
007-03.2,*,SP 2-128,18,14.7,-,24,4,S1,Stephenson 1976,--,bb021-025,3
007-04.1,--,H 1-65,18,17.1,-,24,16,--,Haro 1952,--,--,--
007-05.1,--,SB 14,18,20.6,-,24,49,S6,Beaulieu 1996,--,bb021-025,3
007-06.1,--,H 1-66,18,21.9,-,25,44,--,Haro 1952,*,--,--
007-06.2,--,Vy 2-1,18,24.9,-,26,9,--,Vyssotsky 1945,--,--,--
008+06.1,--,He 2-260,17,36.0,-,18,16,--,Henize 1964,--,--,--
008+05.1,--,Th 4-2,17,43.2,-,18,38,--,The 1964,--,--,--
008+03.1,--,NGC 6445,17,46.3,-,20,0,--,Pickering 1882,--,--,--
008+03.2,*,Th 4-4,17,47.4,-,19,53,--,The 1964,*,--,--
008-01.1,--,M 1-40,18,5.4,-,22,17,--,Minkowski 1946,*,--,--
008-02.1,--,MaC 1-11,18,11.8,-,22,45,S2,MacConnell 1978,--,bb021-025,3
008-03.1,--,H 1-64,18,15.4,-,23,26,--,Haro 1952,--,--,--
008-04.1,--,M 2-39,18,19.0,-,24,12,--,Minkowski 1947,--,--,--
008-04.2,--,M 2-42,18,19.5,-,24,11,--,Minkowski 1947,--,--,--
008-06.1,M,H 2-47,18,25.8,-,24,34,--,M S4 (Haro 1952),--,--,--
008-07.1,--,He 2-406,18,28.8,-,24,48,--,Henize 1964,--,--,--
008-07.2,--,NGC 6644,18,29.5,-,25,10,--,Pickering 1885,--,--,--
009+14.1,--,NGC 6309,17,11.3,-,12,51,--,Pickering 1882,--,--,--
009+10.1,--,A 41,17,26.2,-,15,11,--,Abell 1955,*,--,--
009+05.1,*,He 3-1475,17,42.3,-,17,56,S6,prob. Bobrowsky etal. 1995,*,bb021-025,3
009+04.1,--,Th 4-5,17,47.5,-,19,2,--,The 1964,--,--,--
009+04.2,--,Th 4-6,17,48.0,-,18,46,--,The 1964,--,--,--
009+02.1,--,Th 4-9,17,53.1,-,19,29,--,The 1964,--,--,--
009-02.1,M,He 2-374,18,12.5,-,21,36,--,M S6 (Henize 1964),--,--,--
009-04.1,--,H 1-67,18,22.1,-,22,37,--,Haro 1952,--,--,--
009-05.1,--,NGC 6629,18,22.7,-,23,14,--,J. Herschel 1868,*,--,--
009-05.2,--,SB 16,18,25.3,-,23,27,S6,Beaulieu 1996,--,bb021-025,3
009-06.1,M,ESO-522-29,18,26.0,-,23,53,S2,M S3 (Lauberts etal. 1981),--,--,--
009-06.2,*,SB 15,18,28.2,-,24,0,S6,Beaulieu 1996,--,bb021-025,3
009-07.1,--,IRAS18333-2357,18,33.3,-,23,58,S4,Gillet etal. 1989,*,bb021-025,4
009-08.1,*,Y-C 47,18,34.4,-,24,29,S3,Cesco etal. 1984,--,bb021-025,4
009-09.1,--,M 3-32,18,41.6,-,25,25,--,Minkowski 1948,--,--,--
009-10.1,--,M 3-33,18,45.1,-,25,32,--,Minkowski 1948,--,--,--
009-21.1,M,K 1-5,19,29.3,-,29,31,--,M S4 (Kohoutek 1962),--,--,--
010+18.1,M,K 2-8,17,2.8,-,10,2,--,M S6 (Kohoutek 1964),*,--,--
010+18.2,--,M 2-9,17,2.9,-,10,5,--,Minkowski 1947,--,--,--
010+07.1,--,Sa 2-230,17,39.2,-,15,55,S1,Sanduleak 1975,--,bb021-025,4
010+04.1,--,M 2-17,17,49.2,-,17,35,--,Minkowski 1947,--,--,--
010+04.2,--,V 4334 Sgr,17,49.6,-,17,40,S6,"prob. Duerbeck, Benetti 1996",*,bb021-025,4
010+03.1,--,Th 4-10,17,54.2,-,18,6,--,The 1964,--,--,--
010+00.1,--,NGC 6537,18,2.3,-,19,51,--,Pickering 1882,--,--,--
010-01.1,--,NGC 6578,18,13.3,-,20,28,--,Pickering 1882,--,--,--
010-03.1,M,He 2-396,18,20.5,-,21,55,--,M S4 (Henize 1964),*,--,--
010-06.1,--,IC 4732,18,30.9,-,22,41,--,Fleming 1901,*,--,--
010-06.2,--,Pe 1-13,18,31.8,-,22,46,--,Perek 1960,--,--,--
011+17.1,*,DeHt 10,17,4.2,-,9,43,S3,Dengel etal. 1979,--,bb021-025,4
011+11.1,--,M 2-13,17,25.7,-,13,24,--,Minkowski 1947,--,--,--
011+07.1,--,Sa 2-237,17,41.8,-,15,44,S1,Sanduleak 1975,--,bb021-025,5
011+06.1,--,M 2-15,17,44.0,-,16,16,--,Minkowski 1947,--,--,--
