Name,DSPshort,DSPlong
IC582,"pB, S, iF, gbM","pretty bright, small, irregular figure, gradually brighter middle"
IC583,"F, vS, gbM","faint, very small, gradually brighter middle"
IC584,"eF, S, R, dif, II. 59 p",
IC585,"* 13 in eF, S neb",
IC586,"F, vS, mottled",
IC587,"F, pL, R","faint, pretty large, round"
IC588,"F, S, R, mottled",
IC589,"vF, vS, biN ?","very faint, very small, possibly binuclear"
IC59,"pF, eL ! (nf γ Cassiop)","pretty faint, extremely large!, northeast of γ Cassiop(eia)"
IC590,"F, dif, neb D * ?","faint, diffuse, perhaps a nebulous double star with (NGC) 943"
IC591,"pF, S, R","pretty faint, small, round"
IC592,"F, S, R, dif","faint, small, round, diffuse"
IC593,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC594,"F, S, R, gbM, r","faint, small, round, gradually brighter middle, mottled but not resolved"
IC595,"F, vS, R, lbM","faint, very small, round, a little brighter middle"
IC596,"F, S, dif","faint, small, diffuse"
IC597,"F, vS, R","faint, very small, round"
IC598,"vF, vS, R, bM, alm stell","very faint, very small, round, brighter middle, almost stellar"
IC599,"pF, S, vlbM","pretty faint, small, very little brighter middle"
IC6,"F, vS, R, mbM = * 14","faint, very small, round, much brighter middle equal to 14th magnitude star"
IC60,"F, vS, R, SN","faint, very small, round, small nucleus"
IC600,"F, pS, R, gbM","faint, pretty small, round, gradually brighter middle"
IC601,"vF, vS, dif, sbM","very faint, very small, diffuse, suddenly brighter middle"
IC602,"pB, S, E ns","pretty bright, small, extended north-south"
IC603,"F, vS, R, N = 13.5","faint, very small, round, nucleus = 13.5 magnitude star"
IC604,"eeF, vS, vmE (? sev eF st in line)","most extremely faint, very small, very much extended (perhaps several faint stars in a line)"
IC605,"f, S, R, gbM","east, small, round, gradually brighter middle"
IC606,"vF, vS, R, dif","very faint, very small, round, diffuse"
IC607,"eeF, pS, R, v diffic, * sp","most extremely faint, pretty small, round, very difficult, star to southwest"
IC608,"F, S, R","faint, small, round"
IC609,"F, pL, R","faint, pretty large, round"
IC61,"pF, vS, R, vlbM","pretty faint, very small, round, a very little brighter middle"
IC610,"eeF, pS, cE, e diffic","most extremely faint, pretty small, considerably extended, extremely difficult"
IC611,"eF, S, lE","extremely faint, small, a little extended"
IC612,"F, vS, dif, vlbM","faint, very small, diffuse, very little brighter middle"
IC613,"F, vS, R","faint, very small, round"
IC614,"vF, dif","very faint, diffuse"
IC615,"vF, S, R","very faint, small, round"
IC616,"F, pS, R","faint, pretty small, round"
IC617,"vF, vS, R, bM","very faint, very small, round, brighter middle"
IC618,"F, S, E pf, lbM","faint, small, extended east-west, a little brighter middle"
IC619,"eeF, S, R, 3 F st f","most extremely faint, small, round, 3 faint stars to east"
IC62,"vF, pL, dif","very faint, pretty large, diffuse"
IC620,"vF, vS","very faint, very small"
IC621,"F, S, R","faint, small, round"
IC622,"vF, pS, E, * 9 s","very faint, pretty small, extended, 9th magnitude star to south"
IC623,"F, S, R","faint, small, round"
IC624,"F, vS, R","faint, very small, round"
IC625,"eF, pL, E 110°, dif","extremely faint, pretty large, extended 110°, diffuse"
IC626,"F, S, R, r","faint, small, round, mottled but not resolved"
IC627,"F, S, r","faint, small, mottled but not resolved"
IC628,"vF, vS, iF","very faint, very small, irregular figure"
IC629,"vF, vS st inv, Cl ?","very faint, very small star involved, possible cluster"
IC63,"pF, eL ! conn with np one","pretty faint, extremely large!, connected with northwestern one"
IC630,"F, eS, stellar, * 9.5 sp 1?'",
IC631,"vF, vS, dif","very faint, very small, diffuse"
IC632,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC633,"vF, vS, R, SN","very faint, very small, round, small nucleus"
IC634,"vF, S, r","very faint, small, mottled but not resolved"
IC635,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC636,"vF, vS, r","very faint, very small, mottled but not resolved"
IC637,"F, vS, in line w 3 st",
IC638,"F, vS, R","faint, very small, round"
IC639,"eF, S, mE ns, * 10 nf 5'",
IC64,"F, S, R, gmbM","faint, small, round, gradually much brighter middle"
IC640,"vF, pS, E, D ?","very faint, pretty small, extended, double?"
IC641,"vS, pS, dif","very faint, pretty small, diffuse"
IC642,"vF, pS, lE, 2 st f","very faint, pretty small, a little extended, 2 stars to east"
IC643,"pF, S, E ns, lbM","pretty faint, small, extended north-south, a little brighter middle"
IC644,"eeF, pS, lE, B * sf, sp of 2","most extremely faint, pretty small, a little extended, bright star to southeast, southwestern of 2"
IC645,"F, S, R","faint, small, round"
IC646,"eeF, pS, R, nf of 2","most extremely faint, pretty small, round, northeastern of 2"
IC647,"eF, vS, dif, III. 522 p",
IC648,"eF, vS, vF * inv, diffic","extremely faint, very small, very faint star involved, difficult"
IC649,"F, S, lbM, * 10.5 sp",
IC65,"eF, pL, mE, B st f & s","extremely faint, pretty large, much extended, bright stars to east and south"
IC650,"pF, vS, R","pretty faint, very small, round"
IC651,"pB, pS, gbM, r","pretty bright, pretty small, gradually brighter middle, mottled but not resolved"
IC652,"F, vS, R, bM","faint, very small, round, brighter middle"
IC653,"F, S, R, dif","faint, small, round, diffuse"
IC654,"vF, S, diffic","very faint, small, difficult"
IC655,"eF, iF","extremely faint, irregular figure"
IC656,"vS, Cl, neb ?","very small, a cluster, possibly nebulous"
IC657,"F, pS, lE ns","faint, pretty small, a little extended north-south"
IC658,"F, vS, R, stellar","faint, very small, round, stellar"
IC659,"F, S, R, bM","faint, small, round, brighter middle"
IC66,"vF, vS, irr","very faint, very small, irregular"
IC660,"vF, S, r","very faint, small, mottled but not resolved"
IC661,"eF, vS, R, diffic","extremely faint, very small, round, difficult"
IC662,"vF, SN, diffic","very faint, small nucleus, difficult"
IC663,"eF, vS, R, 2 st s, 1st of 4","extremely faint, very small, round, 2 stars to south, 1st of 4"
IC664,"eF, vS, R, lbM, 3492 f",
IC665,"F, vS, R, bM","faint, very small, round, brighter middle"
IC666,"eF, vS, iF, 4th of 4","extremely faint, very small, irregular figure, 4th of 4"
IC667,"vF, vS, R, vlbM","very faint, very small, round, very little brighter middle"
IC668,"vF, vS, R, bM","very faint, very small, round, brighter middle"
IC669,"pB, vS, R, sbM","pretty bright, very small, round, suddenly brighter middle"
IC67,"vF, suspected","very faint, suspected"
IC670,"F, pS, R, bM","faint, pretty small, round, brighter middle"
IC671,"vF, pS, R","very faint, pretty small, round"
IC672,"vF, vS","very faint, very small"
IC673,"vF, vS, E pf, r","very faint, very small, extended east-west, mottled but not resolved"
IC674,"pF, R, bM, D * sf","pretty faint, round, brighter middle, double star to southeast"
IC675,"pB, pL, E ns, biN ?","pretty bright, pretty large, extended north-south, binuclear?"
IC676,"vF, pS, lE, bet 2 dist st","very faint, pretty small, a little extended, between 2 distant stars"
IC677,"F, pL, gbM","faint, pretty large, gradually brighter middle"
IC678,"F, S, r, N = 13.5","faint, small, mottled but not resolved, nucleus = 13.5 magnitude star"
IC679,"F, S, R, sbM","faint, small, round, suddenly brighter middle"
IC68,"vF, suspected","very faint, suspected"
IC680,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC681,"vF, S, iF, diffic","very faint, small, irregular figure, difficult"
IC682,"eF, eS, R, vF * close np","extremely faint, extremely small, round, very faint star close on northwest"
IC683,Neb object 13.5 mag,nebulous object of 13.5 magnitude
IC684,"F, S, ** sp 0'.5","faint, small, double star 0.5 arcmin to southwest"
IC685,"eeF, pS, R, * nf","most extremely faint, pretty small, round, star to northeast"
IC686,"eF, vS, R, v diffic","extremely faint, very small, round, very difficult"
IC687,"eF, eS, R, stell N, F * f","extremely faint, extremely small, round, stellar nucleus, faint star to east"
IC688,"eF, vS, R","extremely faint, very small, round"
IC689,"eF, vS, r, dif","extremely faint, very small, round, diffuse"
IC69,"F, iF, lbM","faint, irregular figure, a little brighter middle"
IC690,"pB, S, R, N = 12 m",
IC691,"pF, pS, R, 2 st nr","pretty faint, pretty small, round, 2 stars near"
IC692,"F, vS, R, * 12 sf 2'",
IC693,"F, pS, R, gbM, r","faint, pretty small, round, gradually brighter middle, mottled but not resolved"
IC694,"vS, forms D neb with I 247","very small, forms double nebula with I 247"
IC695,"eF, S, v diffic","extremely faint, small, very difficult"
IC696,"vF, pS, R, vlbM","very faint, pretty small, round, very little brighter middle"
IC697,"F, S, R, gbM","faint, small, round, gradually brighter middle"
IC698,"F, vS, R, bM","faint, very small, round, brighter middle"
IC699,"F, vS, lE ns","faint, very small, a little extended north-south"
IC7,"F, vS, R, * 12.5 close","faint, very small, round, 12.5 magnitude star close"
IC70,"vF, vS, lbM","very faint, very small, a little brighter middle"
IC700,"pS, R, lbM","pretty small, round, a little brighter middle"
IC701,"eF, vS, R, 2 pB st sf","extremely faint, very small, round, 2 pretty bright stars to southeast"
IC702,"F, vS, R, N = 13.5","faint, very small, round, nucleus = 13.5 magnitude star"
IC703,"eeF, S, R, p of 2","most extremely faint, small, round, preceding of 2"
IC704,"eF, vS (? close D), f of 2","extremely faint, very small (perhaps a close double), following of 2"
IC705,"eeF, vS, R","most extremely faint, very small, round"
IC706,"eF, vS, lbM","extremely faint, very small, a little brighter middle"
IC707,"pF, pS, bM","pretty faint, pretty small, brighter middle"
IC708,"eF, S, R, 1st of 4","extremely faint, suspected, 3 arcmin north-northeast of 6th-magnitude star"
IC709,"eeF, S, R, 2nd of 4","most extremely faint, small, round, 2nd of 4"
IC71,"vF, suspected","very faint, suspected"
IC710,"F, vS, R, lbM","faint, very small, round, a little brighter middle"
IC711,"eeF, pS, R, F, * close sp",
IC712,"eF, S, R, pB, * nf","extremely faint, small, round, pretty bright, star to northeast"
IC713,"eF, susp, 3' nnf from * 6","extremely faint, suspected, 3 arcmin north-northeast of 6th-magnitude star"
IC714,"vF, pS, lE 170°, gbMN","very faint, pretty small, a little extended 170°, gradually brighter middle and nucleus"
IC715,"F, pS, R","faint, pretty small, round"
IC716,"vF, S, lbM","very faint, small, a little brighter middle"
IC717,"eF, pS, E pf, dif","extremely faint, pretty small, extended east-west, diffuse"
IC718,"vF, S","very faint, small"
IC719,"F, pL, lE 45°, bM","faint, pretty large, a little extended 45°, brighter middle"
IC72,"Neb, * 7 sf 2'",a nebula; 7th magnitude star 2 arcmin to southeast
IC720,"F, S, R","faint, small, round"
IC721,"pF, pL, E pf","pretty faint, pretty large, extended east-west"
IC722,"eF, vS, * 10 nf 2'","extremely faint, very small, 10th-magnitude star 2 arcmin to northeast"
IC723,"pB, S, N = 12.5, r","pretty bright, small, nucleus = 12.5 magnitude star, mottled but not resolved"
IC724,"F, lE 45°, S, bM","faint, a little extended 45°, small, brighter middle"
IC725,"F, vS, lE ns, * 11 n 1'","faint, very small, a little extended north-south, 11th magnitude star 1 arcmin north"
IC726,"vF, pL, R","very faint, pretty large, round"
IC727,"vF, eS, R, 3839 p","very faint, extremely small, round, (NGC) 3839 to west"
IC728,"vF, S, R","very faint, small, round"
IC729,"F, pS, R","faint, pretty small, round"
IC73,"vF, pL, dif","very faint, pretty large, diffuse"
IC730,"F, vS, R, gbM, R","faint, very small, round, gradually brighter middle, mottled but not resolved"
IC731,"vF, vS, R","very faint, very small, round"
IC732,"vF, v dif","very faint, very diffuse"
IC733,"F, vS, R, gbM, r","faint, very small, round, gradually brighter middle, mottled but not resolved"
IC734,"F, S, dif","faint, small, diffuse"
IC735,"eF, S, iF","extremely faint, small, irregular figure"
IC736,"vF, eS, R","very faint, extremely small, round"
IC737,"vF, eS, R, N = 14","very faint, extremely small, round, nucleus equivalent to 14th magnitude star"
IC738,"F, S, R, N = 14 m",
IC739,"vF, S, R, * 10.5 f","very faint, small, round, 10.5 magnitude star to east"
IC74,"vF, S, stellar","very faint, small, stellar"
IC740,"eeF, pL, iR, II. 787 s","most extremely faint, pretty large, irregularly round, II 787 to south"
IC741,"pB, S, R, sbMN = 12m",
IC742,"eeF, pS, R, pB * sp",
IC743,"F, S, dif","faint, small, diffuse"
IC744,"eF, vS, v diffic","extremely faint, very small, very difficult"
IC745,"F, vS, stellar, N = 14","faint, very small, stellar, nucleus equivalent to 14th magnitude star"
IC746,"F, pS, R","faint, pretty small, round"
IC747,"F, vS, R, stellar","faint, very small, round, stellar"
IC748,"F, vS, R, sbMN = 13",
IC749,"pB, L, R, lbM","pretty bright, large, round, a little brighter middle"
IC75,"vF, vS, dif, vlbM","very faint, very small, diffuse, a very little brighter middle"
IC750,"pB, L, lE 35°, bM",
IC751,"pF, pL, lE 45°, mbM","pretty faint, pretty large, a little extended 45°, much brighter middle"
IC752,"vF, S, iR, * 13 nf 1?'",
IC753,"pB, vS, R, vmbM, * 11 nf","pretty bright, very small, round, very much brighter middle, 11th magnitude star to northeast"
IC754,"F, S, R, sbM","faint, small, round, suddenly brighter middle"
IC755,"eeF, S, E, bet 2 st","most extremely faint, small, extended, between two stars"
IC756,"vF, pL","very faint, pretty large"
IC757,"Susp., close to * 12",
IC758,"eeF, pS, R, bet 2 distant st",
IC759,"pB, pL, E pf","pretty bright, pretty large, extended east-west"
IC76,"F, vS, R, lbM","faint, very small, round, a little brighter middle"
IC760,"eF, vS, rr, bMN","extremely faint, very small, partially resolved (some stars seen), brighter middle and nucleus"
IC761,Neb * 14m,
IC762,"pB, S, R, N = 12m",
IC763,"F, vS, N = 13m","faint, very small, nucleus equal to 13th magnitude"
IC764,"eF, pL, E ns, lbM","extremely faint, pretty large, extended north-south, a little brighter middle"
IC765,"vF, susp 6' n of II. 83",
IC766,"pB, E ns, sbMN = 14m",
IC767,"F, vS, stell, N = 14m","faint, very small, stellar, nucleus = 14th magnitude"
IC768,"vF, pS, R, gbM","very faint, pretty small, round, gradually brighter middle"
IC769,"vF, pS, vlbM","very faint, pretty small, very little brighter middle"
IC77,"vF, S, irr, bM","very faint, small, irregular, brighter middle"
IC770,"vF, vS, R, * 13.5 n 1'",
IC771,"vF, S, R, * 3' south",
IC772,"vF, vS, stell","very faint, very small, stellar"
IC773,"F, vS, dif, 2 vF st inv","faint, very small, diffuse, 2 very faint stars involved"
IC774,"F, vS, R, gbM","faint, very small, round, gradually brighter middle"
IC775,"vF, S, stell N","very faint, small, stellar nucleus"
IC776,"F, pL, R","faint, pretty large, round"
IC777,vF,very faint
IC778,"eF, pS, r, bet 2 st","extremely faint, pretty small, mottled but not resolved, between 2 stars"
IC779,F,faint
IC78,"F, S, lbM, r","faint, small, a little brighter middle, mottled but not resolved"
IC780,"pB, S, R, N = 12.5 m",
IC781,"vF, S, dif","very faint, small, diffuse"
IC782,"eF, S, R","extremely faint, small, round"
IC783,"eF, S, R","extremely faint, small, round"
IC784,"vF, pL, mE, pB * s",
IC785,"F, vS, R, stell","faint, very small, round, stellar"
IC786,"vF, eS, R, stell","very faint, extremely small, round, stellar"
IC787,"eF, pS, R, B * n, II. 88 f",
IC788,"pB, pL, R, II. 88 south",
IC789,"F, vS, R, N = 14m, vF * close","faint, very small, round, nucleus = 14th magnitude, very faint star close"
IC79,"R, S, bM N = 14 m","round, small, brighter middle and nucleus equal to 14th magnitude star"
IC790,"vF, vS, f h 1256",
IC791,BN = 12m,
IC792,"F, S, gbM","faint, small, gradually brighter middle"
IC793,"eF, S, mE, 3 others in field","extremely faint, small, much extended, 3 others in field"
IC794,"F, S, E pF, bM",
IC795,"pB, S, stellar, 13m","pretty bright, small, stellar, 13th magnitude"
