I2051       2565  OXN (w v short bar?), B(r): 0.8 x 0.6, B knotty arms. Brtst   
I2051       2565    in grp.                                                     
I2051       3821  pBN, bar on one side of N only; knotty (r): 0.9 x 0.6 and     
I2051       3821    knotty arms. 2 lsb comp sp, one is 0356-841.                
I2056       3762  OXN, pF pat arms w sev knots; eF (R): 3.8 x 3.0.              
I2058       1893  Sim to N4631 but flatter. S0pec w jet 1.9 f.                  
I2059       2703  OXN, hexagonal lens, vF corona; * 0.8 ssp.                    
I2060       1893  OXN, F knots in lens and corona. * sup 0.35 n.                
I2065       1893  OXN w patchy arms.                                            
I2068       2714  OXN w * sup 0.22 n. Slightly dist arms form (R'): 0.7 x 0.6.  
I2068       2714    F comp 1.5 f.                                               
I2068       2719  eF (R): 1.7 x 1.2. (r) mistaken for (R') on J2714, F250.      
I2070       1893  v short bar, narrow arms w F knots.                           
I2073       1893  B bar, v lumpy struct, vF env. I2071 Sm?pec (sim struct) 3.5  
I2073       1893    np.                                                         
I2079       1893  OXN, vB bar, (r'): 0.5 x 0.22. Brtst S in rich cl. Sev comp   
I2079       1893    near.                                                       
I2081       1893  OXN and bar(?), vmE corona. In cl. Many comp near.            
I2082       1893  2 comp (or dust lane?), * sup 0.18 s, vmE corona. 1st in cl.  
I2082       1893    Many comp.                                                  
I2083       1893  OXN, B bar, long smo arms, dist.                              
I2085       1893  OXN, dist dust lane, pB lens, F corona.                       
I2103       1937  F Ssp 1.8 sp.                                                 
I2103       3673  Pat arms. vF Sc?sp 1.8 sp.                                    
I2106       4568  OXN, pB bar and (r'): 0.65 x 0.4, pat arms w many F knots.    
I2106       4568    Triplet of S0/Sa 10' f.                                     
I2121       4784  OX elong N, FvmE corona. Lrgst in S cl; S0+E1 2.5 sf. I408    
I2121       4784    could be = I2121, but is prob the ** at 05 16.0 -25 13.     
I2122       2766  OXN, pB lens, F corona. 1st in grp, sev comp near.            
I2130       5643  B bar, pat arms w sev vB knots.                               
I2135=I2136 2794  OX w dust patches. Sim to N4631. Sup on grp near nf.          
I2143       3879  OX bar, vB (r'): 0.6 x 0.2, v pat arms w sev knots. I2139 =   
I2143       3879    tri *.                                                      
I2150       2772  OXN, B pat arms. S IB(s)m V 2.2 s.                            
I2151       3808  OX bar, knotty arms. F loop (or defect?) to n.                
I2152       3808  On plate edge.                                                
I2152       3843  OXN (w bar? and (r?): 0.45 x 0.35). F arms w another (r'): 1.0
I2152       3843    x 0.95; few knots.                                          
I2153       4743  P(c) at 0.25 w vF long plumes. I2155 not found.               
I2158       3797r OXN, pat arms, sev * sup.                                     
I2158       3843  v sim to I2152 in this field.                                 
I2158       5596  OXN (w bar?), poss (r): 0.5 x 0.4, pF pat arms w few knots.   
I2158       5596    Sev * sup. Sev F gal near s.                                
I2160       1958  B bar, traces of (r).                                         
I2160       1970  SBN, strg bar, sim to N1365. pB * 2' f. 2 F comp (bckgnd?)    
I2160       1970    1.6, 3.3 nf.                                                
I2160       1992  B OX bar, strg asym arms.                                     
I2160       3860  OX bar, many B knots on arms. Sev F gal near nf.              
I2163       5481  SOXN in short B bar, pat (r'): 0.6 x 0.5. Pat tail leads to   
I2163       5481    cE1: 1.9 nff. Sup on N2207; no dim possible.                
I2164       1958  (R'): 0.9 x 0.7. 9' nff N2203 (a cl in LMC).                  
I2164       1992  Poss (r): 0.4 x 0.4. Arms form (R'): 0.9 x 0.65. 2 F comp sp. 
I2171       5490  Pat bar, F ext. Much incl. Note corr to IC pos.               
I2200       1115  Nar pat arms w knots more toward comp. P(b) at 1.4 w I2200A.  
I2200       1115    * 0.6 nf. Bckgnd grp nf.                                    
I2200A      1115  Dist rectang. cent part. P(b) at 1.4 w I2200.                 
I2200A      3886  Overall dim w I2200: (4.0 x 2.5). Note correct coord.         
I2202       1115  Nar pat arms.                                                 
I2202       1163r pBN, pat arms. * 1.0 n on F out arms.                         
I2202       1164r OXN, 1 strg arm, one fntr. * 1.0 np.                          
I2202       2009r OXN, v knotty arms. SAB(s:)0- 4.7 sp.                         
I2311       3855  OXN, slightly dist vF corona; poss SA0-. 1st in chain of 3.   
I2311       3855    P(b?) w N2566 at 7.7 s.                                     
I2367       5576  OXN, B bar, pB (r): 0.65 x 0.6; many knots on pat arms.       
I2437       2796  OX (elong?) N, poss dust patches. 1st in grp. I2436 = **.     
I2469       2916  OXN and frshrtnd bar, (r'): 2.6 x -, many dust patches. F     
I2469       2916    arms. Much incl.                                            
I2507       4740  OXN, v pat w sev B knots. P(b) w 0942-316 3.4 sf.             
I2510       1321  OXN, vF out arms.                                             
I2511=I2512 1321  Fltnd bulge, dark lane, sim to N4594 w vF ext.                
I2514=I2513 1321  Dark lane, sim to N7331 w F arms. 2pB* 0.9 f.                 
I2522       1321  Nar arms, dist out arm, sim to N628? B* sup 1.8 n. Sb sp      
I2522       1321    9.5 np. L poss = II.                                        
I2523       1321  hsb, 1 vB arm sp, F out struct. I2522 4.2 n.                  
I2526       1321  B OXN, pF lens.                                               
I2526       3862  OXN, B lens, vFE corona. lsb galc dif neb sup.                
I2531       1321  Sim to N4565 w fltnd bulge.                                   
I2532       3862  BN, pF bar and (r): 1.05 x 0.8, pB * sup 0.8 nf.              
I2533       1321  Sim to N4594 without dark lane.                               
I2534       3862  OXN w sev knots near, vF (r): 1.5 x 1.1, vF (R'): 3.5 x 2.1.  
I2534       3862    SB(s)m V 3.9 f.                                             
I2536       3862  OX, sim to N4631 etc.                                         
I2537       1321  Dw comp 4.3 sf, other comps nr.                               
I2537       5653r (r'): 0.5 x 0.5.                                              
I2538       3862  SBN, short bar, (r): 0.4 x 0.3, pat arms w few knots.         
I2539       1321  L bulge, pat arms.                                            
I2548       3862  OXN, pB bar and (r): 0.85 x 0.6, pF pat arms; pB * sup 1.2 sp.
I2548       3862    2 comp near np.                                             
I2552       2919  OX (elong?)N; sup on fiducial mark. Class is less certain than
I2552       2919    usual. lsb comp 1.0 sp.                                     
I2552       3862  OXN, B lens. Sev pB * near; sev F comp near.                  
I2554       1174  Brd, B dist arms.                                             
I2554A,B    4208  P(c) at 0.8 w plumes. Comp A is ssp.                          
I2556       2919  pBN, short bar, (r'): 0.5 x 0.3, pat arms form (R'): 1.4 x    
I2556       2919    0.6. Sev knots. 2 comp 2.5 nf.                              
I2558       2919  OX knotty middle w loop and plume, eF env.                    
I2559       2919  OXN, poss bar, p smo mE arms.                                 
I2559       3862  Stage uncertain.                                              
I2560       2919  OX square N, pF bar, (r): 1.2 x 0.55 w dust, pF pat arms. Sev 
I2560       2919    F knots.                                                    
I2563       2919  v knotty bar w eF (incomp?) (R): 2.0 x 1.3. Type uncertain.   
I2570       2919  OXN, (r'): 0.3 x 0.2, F arms w vF ext. 1st in grp.            
I2573       2919  pB bar w knots, F arms, highly incl. S S0 1.1 n. Sup on grp.  
I2578       2919  Dust pats; sim to N5907. IB(s)m IV-V 3.2 nf.                  
I2580        530  BN and bar, incomp (r), knotty arms.                          
I2582        530  SBN and bar in (r): 0.40 x 0.35.                              
I2584       2919  OX, fltnd bulge. lsb dE3:pec 5.3 nf.                          
I2586        530  OXN.                                                          
I2587       2919  OXN, (r'): 0.55 x -, vF (R') in pB inner corona.              
I2588        530  BN and bar, fine (r): 0.8 x 0.6. Nar arms like N2841.         
I2594       4821  OXN, pB lens, FE corona. S SB(r)0+ 9' spp.                    
I2596       2171  OXN, pB bar and (r'): 0.8 x 0.5. Sim to N1512. Sev * sup.     
I2597       4821  OXN, mE corona. 1st in subgrp of cl A1060; sev comp v near.   
I2627       4012  OX short bar, B arms w many knots.                            
I2764       1377  B cent, (r'): 0.8 x 0.75. * sup 0.8 sp.                       
I2977       1310  B hexag inner reg, vF corona. Poss S0/a pec.                  
I2977       1532  Dust lane along minor axis? vFE corona.                       
I2977       2857  Poss I0? Sim to N5253.                                        
I2980       2153  Sev * sup.                                                    
I2995        562  FN, pat arms.                                                 
I2995       1468  OXN. phsb.                                                    
I3005        562  vBN, F arms, dust pat and knots.                              
I3005       1468  OXN. 3 comp n.                                                
I3010        562  F bar and (r): 1.2 x 1.0.                                     
I3010       1468  OXN. Stubby bar. (R':): 1.3 x 1.1 in lens.                    
I3015        562  OXN, smo arms.                                                
I3015       1468  OXN. * sup 0.7 sf. S SA(r)c 4.9 np.                           
I3104       2173  Part res, part obsc; pat bar(?) in vF env. * sup 0.5 sp.      
I3104       2173    Sev other * sup.                                            
I3152       5076  OXN, B lens, F corona. * sup 0.35 nf. P(a) w 1217-258 9.0 nf. 
I3253       1540  OXN, B arms, pat.                                             
I3290       1310  B bulge and bar, vF arms. P(a?) w N4373 at 1.8.               
I3370       1477r OX rectang N w plumes at corners. Poss I0.                    
I3639       2339  OXN, vB bar and (r): 0.5 x 0.45. * 0.6 sp. 1st of 3. P(b) w   
I3639       2339    1238-365 1.8 nf. Sb:sp 2.5 np.                              
