Name,RAh,RAm,RAs,DE-,DEd,DEm,DEs,Bt,SBe,e1,e2,e3,e4,e5,B-Ve,e_B-Ve,gB-V,U-Be,e_U-Be,gU-B,V-Re,e_V-Re,gV-R,V-Ie,e_V-Ie,gV-I,Nap,LastA,Tphot,Mode,Q
IC3611,12,36,32.4,+,13,38,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3617,12,36,52.8,+,8,14,12,14.34,23.02,0.02,0.012,0.019,0.0,0.0,0.32,0.051,-0.294,-0.25,0.017,0.029,0.35,0.091,0.161,0.62,0.113,0.094,6,0.04,9.9,0,2
IC3618,12,36,49.0,+,26,57,7,15.43,20.84,0.006,0.008,0.007,0.488,0.002,0.99,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,11,0.14,-7.0,1,6
IC3623,12,36,59.6,+,27,22,36,14.9,21.66,0.006,0.011,0.014,0.572,0.002,1.03,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,11,0.33,-10.8,1,6
IC3639,12,38,11.0,-,36,28,59,12.94,20.27,0.019,0.013,0.011,0.0,0.0,0.67,0.02,9.99,0.0,0.01,9.99,--,9.99,9.99,--,9.99,9.99,9,0.03,4.1,0,2
IC3653,12,38,44.4,+,11,39,42,14.47,20.6,0.001,0.002,0.001,0.109,0.001,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,31,0.01,2.5,1,1
IC3662,12,39,7.8,+,23,41,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3687,12,39,50.9,+,38,46,32,13.76,23.73,0.011,0.009,0.024,0.0,0.0,0.28,0.029,-0.049,-0.33,0.124,-0.23,--,9.99,9.99,--,9.99,9.99,3,0.29,10.0,0,4
IC3692,12,40,24.9,+,21,15,36,14.57,22.43,0.043,0.02,0.033,0.0,0.0,1.06,0.033,-0.122,0.63,0.141,-0.348,--,9.99,9.99,--,9.99,9.99,3,0.3,1.1,0,4
IC3730,12,42,37.9,+,21,26,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3742,12,43,1.2,+,13,36,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3745,12,43,6.0,+,19,25,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3773,12,44,44.0,+,10,28,36,13.96,22.17,0.001,0.001,0.001,0.143,0.001,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,40,0.05,-3.1,1,1
IC3829,12,48,51.0,-,27,30,42,14.1,22.94,0.005,0.002,0.005,0.068,0.002,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,31,0.03,6.8,1,1
IC3896,12,53,51.0,-,50,4,30,12.31,21.82,0.004,0.012,0.02,0.269,0.003,1.13,0.006,-0.033,0.68,0.032,9.99,0.73,0.012,0.053,1.46,0.022,9.99,24,0.18,-4.4,1,2
IC3896A,12,52,38.0,-,49,47,59,12.46,24.47,0.037,0.051,0.133,0.62,0.03,0.8,0.054,-0.175,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,13,0.31,1.0,1,3
IC3900,12,53,16.5,+,27,31,14,14.86,20.46,0.005,0.004,0.004,0.277,0.002,0.97,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,11,0.14,-4.9,1,6
IC3913,12,54,3.1,+,27,33,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3946,12,56,23.9,+,28,4,53,15.15,21.17,0.02,0.019,0.019,0.466,0.001,1.13,0.025,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,12,0.07,-2.0,1,2
IC3947,12,56,27.2,+,28,3,33,15.8,20.63,0.004,0.003,0.002,0.239,0.003,0.93,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,18,0.1,0.3,1,6
IC3949,12,56,31.5,+,28,6,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3955,12,56,41.1,+,28,16,5,15.29,21.87,0.004,0.007,0.01,0.225,0.002,1.0,0.049,-0.101,0.49,1.0,0.023,--,9.99,9.99,--,9.99,9.99,12,0.3,-3.8,1,2
IC3957,12,56,42.8,+,28,2,21,15.96,20.84,0.002,0.003,0.004,0.137,0.001,0.94,9.99,9.99,0.57,9.99,9.99,0.57,9.99,9.99,--,9.99,9.99,24,0.12,-1.0,1,1
IC3959,12,56,43.5,+,28,3,15,15.43,20.64,0.002,0.002,0.003,0.086,0.0,0.94,9.99,9.99,0.57,9.99,9.99,0.64,9.99,9.99,--,9.99,9.99,25,0.2,-0.6,1,1
IC3960,12,56,43.1,+,28,7,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC3963,12,56,48.6,+,28,2,43,15.71,21.32,0.014,0.019,0.03,0.645,0.001,0.93,9.99,9.99,0.56,9.99,9.99,--,9.99,9.99,--,9.99,9.99,10,0.18,-0.2,1,6
IC3973,12,57,6.3,+,28,9,20,15.34,20.29,0.006,0.007,0.006,0.761,0.006,0.99,0.011,0.036,0.52,0.021,-0.018,--,9.99,9.99,--,9.99,9.99,37,0.06,-4.9,1,2
IC3976,12,57,4.7,+,28,7,14,15.68,20.75,0.011,0.011,0.005,0.0,0.0,1.08,0.017,-0.094,0.8,1.0,9.99,--,9.99,9.99,--,9.99,9.99,6,0.06,-4.7,0,2
IC3986,12,58,48.0,-,32,1,12,13.12,21.35,0.007,0.015,0.019,0.584,0.002,1.08,0.023,-0.036,0.57,0.034,0.096,0.68,0.042,-0.066,1.33,0.073,-0.271,13,0.07,-4.1,1,2
IC3998,12,57,22.5,+,28,14,45,15.8,21.7,0.01,0.006,0.009,0.513,0.002,1.09,0.012,-0.149,0.39,0.017,0.2,0.49,0.013,0.183,--,9.99,9.99,115,0.06,2.1,1,2
IC4011,12,57,42.0,+,28,16,32,16.15,21.27,0.003,0.003,0.004,0.181,0.001,1.01,0.011,-0.039,0.39,0.036,-0.035,0.47,0.011,0.004,--,9.99,9.99,56,0.05,2.0,1,1
IC4012,12,57,43.4,+,28,20,58,16.08,20.01,0.005,0.007,0.003,0.555,0.006,0.98,0.019,0.135,0.54,0.02,-0.291,0.63,0.019,9.99,--,9.99,9.99,28,0.0,7.4,1,1
IC4021,12,57,50.3,+,28,18,45,15.96,20.59,0.003,0.004,0.003,0.431,0.004,1.03,0.018,9.99,0.43,1.0,-0.281,--,9.99,9.99,--,9.99,9.99,40,0.06,0.1,1,1
IC4026,12,57,57.7,+,28,19,4,15.59,21.78,0.006,0.008,0.01,0.407,0.0,1.04,0.011,-0.102,0.35,0.018,0.044,0.57,0.034,9.99,--,9.99,9.99,37,0.13,-1.0,1,2
IC4040,12,58,13.6,+,28,19,41,15.33,21.85,0.034,0.027,0.057,0.0,0.0,0.6,0.045,9.99,-0.11,1.0,9.99,0.48,1.001,9.99,--,9.99,9.99,3,0.17,7.5,0,4
IC4041,12,58,16.4,+,28,16,5,15.66,21.9,0.013,0.015,0.025,0.545,0.004,0.98,0.028,9.99,0.43,0.029,0.034,--,9.99,9.99,--,9.99,9.99,41,0.26,-1.2,1,2
IC4042,12,58,18.3,+,28,14,31,15.15,21.33,0.013,0.019,0.03,0.719,0.002,1.05,0.024,9.99,0.42,0.034,0.13,0.61,1.0,9.99,--,9.99,9.99,29,0.25,-1.8,1,2
IC4045,12,58,24.5,+,28,21,39,15.24,20.3,0.014,0.008,0.007,0.161,0.002,1.08,0.018,-0.075,0.47,0.019,-0.118,0.46,0.018,0.058,--,9.99,9.99,31,0.01,4.4,1,2
IC4051,12,58,30.1,+,28,16,41,14.46,21.89,0.003,0.003,0.005,0.086,0.001,1.04,0.02,-0.124,0.47,0.032,-0.092,0.51,0.02,0.118,--,9.99,9.99,110,0.12,0.2,1,1
IC4062,12,58,36.0,+,40,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4088,12,59,18.8,+,29,18,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4122,13,0,54.0,+,20,27,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4133,13,1,26.6,+,28,15,20,15.33,21.26,0.004,0.006,0.006,0.343,0.0,1.01,9.99,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,11,0.21,-9.1,1,6
IC4182,13,3,30.0,+,37,52,23,11.67,23.44,0.049,0.013,0.034,0.0,0.0,0.42,0.07,0.104,-0.24,0.018,9.99,0.34,0.1,0.0,0.68,0.101,0.0,7,0.47,8.9,0,3
IC4197,13,5,22.0,-,23,31,48,13.64,21.49,0.011,0.017,0.019,0.779,0.006,1.08,0.019,-0.066,0.5,0.028,9.99,0.74,0.046,-0.015,1.39,0.052,-0.067,17,0.04,-0.8,1,2
IC4202,13,6,6.8,+,24,58,2,15.0,22.57,0.012,0.022,0.048,0.0,0.0,1.08,0.018,0.051,0.41,0.193,-0.619,--,9.99,9.99,--,9.99,9.99,3,0.47,3.9,0,4
IC4210,13,8,25.4,+,29,58,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4212,13,9,33.2,-,6,42,37,14.22,23.87,0.133,0.033,0.081,0.0,0.0,0.52,0.015,9.99,-0.14,0.01,9.99,0.39,0.049,9.99,--,9.99,9.99,2,0.57,6.0,0,5
IC4219,13,15,42.5,-,31,22,0,13.14,22.26,0.069,0.019,0.032,0.0,0.0,0.61,0.04,9.99,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,9,0.14,3.2,0,3
IC4231,13,20,28.0,-,26,2,24,14.49,22.72,0.003,0.002,0.003,0.068,0.001,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,30,0.02,6.8,1,1
IC4237,13,21,50.0,-,20,52,36,13.17,22.32,0.006,0.003,0.005,0.072,0.002,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.18,9.99,9.99,36,0.03,6.6,1,1
IC4248,13,23,60.0,-,29,37,23,13.97,21.43,0.019,0.015,0.013,0.0,0.0,0.39,1.0,9.99,-0.34,1.0,9.99,--,9.99,9.99,--,9.99,9.99,8,0.05,2.0,0,2
IC4249,13,24,20.0,-,27,41,48,14.31,20.92,0.006,0.008,0.005,0.0,0.0,0.48,1.0,9.99,-0.18,1.0,9.99,--,9.99,9.99,--,9.99,9.99,8,0.03,1.8,0,1
IC4264,13,27,31.0,-,27,40,12,15.27,23.72,0.005,0.004,0.008,0.136,0.002,0.91,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,22,0.09,2.6,1,2
IC4267,13,27,50.0,-,25,59,53,15.61,23.17,0.005,0.003,0.005,0.115,0.001,0.84,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,20,0.0,9.7,1,1
IC4293,13,33,15.0,-,25,37,36,13.82,21.21,0.029,0.01,0.013,1.079,0.005,1.04,0.007,-0.045,0.58,0.033,9.99,0.61,0.012,-0.015,1.29,0.03,-0.123,13,0.01,-1.2,1,2
IC4296,13,33,47.0,-,33,42,42,11.46,22.25,0.005,0.008,0.014,0.26,0.004,1.0,0.002,0.004,0.6,0.005,-0.024,0.66,0.011,0.026,1.31,0.003,-0.1,88,0.15,-9.2,1,2
IC4298,13,33,48.0,-,26,17,53,13.89,23.14,0.007,0.01,0.024,0.175,0.006,0.92,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,30,0.18,1.6,1,2
IC4299,13,33,55.8,-,33,48,42,13.7,21.34,0.007,0.008,0.007,0.193,0.001,1.05,0.005,9.99,0.63,0.077,-0.182,0.63,0.007,9.99,--,9.99,9.99,11,0.06,1.0,1,2
IC4315,13,37,16.0,-,25,13,18,15.39,23.48,0.005,0.006,0.012,0.198,0.003,0.9,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.2,9.99,9.99,24,0.13,3.2,1,2
IC4316,13,37,29.0,-,28,38,30,14.65,23.2,0.039,0.013,0.02,0.0,0.0,0.51,0.035,9.99,-0.26,0.05,9.99,0.89,9.99,9.99,1.5,9.99,9.99,9,0.01,10.0,0,3
IC4319,13,40,36.0,-,29,33,11,14.18,22.09,0.001,0.001,0.002,0.036,0.0,0.87,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.19,9.99,9.99,30,0.03,6.2,1,1
IC4327,13,45,53.0,-,29,58,5,14.52,22.06,0.013,0.015,0.012,0.323,0.001,0.5,0.129,0.277,0.05,0.223,-0.578,--,9.99,9.99,--,9.99,9.99,10,0.01,8.1,1,2
IC4329,13,46,13.0,-,30,2,51,12.17,22.57,0.006,0.014,0.03,0.295,0.008,0.99,0.008,-0.087,0.61,0.017,0.115,0.59,0.015,-0.01,1.19,0.02,-0.133,58,0.27,-2.9,1,2
IC4329A,13,46,28.0,-,30,3,42,13.27,22.08,0.041,0.057,0.118,0.795,0.017,0.95,0.013,-0.084,0.31,0.037,-0.172,0.66,0.109,-0.571,1.09,0.108,-0.795,19,0.19,-3.1,1,3
IC4332,13,47,33.3,+,25,26,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4336,13,48,35.2,+,39,57,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4343,13,52,37.1,+,25,22,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4344,13,52,53.8,+,25,15,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0,0.0,0.0,0,0
IC4345,13,53,15.7,+,25,17,38,14.08,22.13,0.025,0.03,0.037,0.0,0.0,1.05,0.011,-0.036,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,4,0.16,-2.2,0,4
IC4351,13,55,2.2,-,29,4,18,12.26,22.82,0.01,0.006,0.007,0.383,0.004,0.97,0.026,-0.103,0.21,0.104,-0.432,0.6,9.99,9.99,1.22,9.99,9.99,10,0.1,-4.5,1,2
IC4362,14,2,18.0,-,41,34,48,14.0,21.96,0.004,0.002,0.004,0.114,0.001,0.84,9.99,9.99,--,9.99,9.99,--,9.99,9.99,1.17,9.99,9.99,29,0.0,9.6,1,1
IC4366,14,2,15.0,-,33,31,18,13.34,22.35,0.013,0.007,0.015,0.247,0.001,0.6,0.03,-0.038,--,9.99,9.99,--,9.99,9.99,--,9.99,9.99,14,0.01,9.6,1,2
