MCG,n_MCG,OtherName,RAh,RAm,DE-,DEd,DEm,Mag,MajAxisIn,MinAxisIn,MajAxis,MinAxis,IntIn,IntOut,Incl
MCG+08-22-046,*,--,11,54.6,+,49,33,13.0,18.0,13.0,42.0,22.0,3,4,1
MCG+08-22-047,*,NGC 4001,11,55.5,+,47,36,15.0,2.5,2.5,6.0,3.0,1,4,1
MCG+08-22-048,--,--,11,55.6,+,49,10,16.0,2.0,2.0,6.0,5.0,4,5,1
MCG+08-22-049,*,NGC 4010,11,56.0,+,47,32,12.5,30.0,5.0,45.0,8.0,1,3,5
MCG+08-22-050,--,--,11,56.7,+,46,16,16.0,2.5,2.0,7.0,2.5,1,4,3
MCG+08-22-051,--,--,11,57.45,+,49,50,16.0,--,--,4.0,2.5,--,1,3
MCG+08-22-052,--,--,11,58.1,+,44,40,17.0,0.5,0.5,5.0,4.0,3,6,1
MCG+08-22-053,--,--,11,58.5,+,50,11,16.0,--,--,10.0,4.0,--,5,3
MCG+08-22-054,--,--,11,58.7,+,47,42,15.0,4.0,2.5,6.0,2.5,1,2,3
MCG+08-22-055,*,--,11,59.0,+,45,54,16.0,2.0,2.0,4.0,4.0,1,6,--
MCG+08-22-056,--,--,11,59.05,+,45,55,17.0,1.5,1.5,2.0,2.0,1,6,--
MCG+08-22-057,--,--,12,0.3,+,45,28,16.0,6.0,2.0,10.0,2.0,2,4,4
MCG+08-22-058,*,NGC 4047,12,0.3,+,48,55,12.8,9.0,8.0,12.0,10.0,1,2,1
MCG+08-22-059,*,NGC 4051,12,0.7,+,44,48,10.81,18.0,8.0,42.0,40.0,1,2,2
MCG+08-22-060,--,--,12,0.9,+,47,39,15.0,--,--,6.0,3.0,--,2,1
MCG+08-22-061,--,--,12,1.0,+,48,18,16.0,1.5,1.5,6.0,4.0,2,3,2
MCG+08-22-062,--,--,12,1.5,+,49,23,16.0,5.0,2.0,12.0,2.5,2,4,4
MCG+08-22-063,--,--,12,1.8,+,50,24,16.0,2.5,2.5,10.0,2.5,1,4,5
MCG+08-22-064,--,--,12,2.25,+,49,28,16.0,4.0,2.5,6.0,2.5,1,5,3
MCG+08-22-064a,*,--,12,2.3,+,48,51,17.0,--,--,--,--,1,6,1
MCG+08-22-065,*,--,12,3.0,+,47,3,15.0,6.0,3.0,10.0,3.0,2,5,3
MCG+08-22-066,--,--,12,3.3,+,48,52,16.0,2.0,2.0,4.0,4.0,1,6,1
MCG+08-22-067,*,NGC 4096,12,3.4,+,47,45,10.88,20.0,10.0,60.0,15.0,1,2,3
MCG+08-22-068,*,NGC 4100,12,3.5,+,49,52,11.9,30.0,9.0,50.0,12.0,1,6,3
MCG+08-22-069,--,--,12,4.2,+,49,1,16.0,2.5,2.5,5.0,5.0,1,6,1
MCG+08-22-070,*,--,12,4.45,+,50,34,17.0,2.5,2.5,3.0,3.0,1,6,--
MCG+08-22-071,*,--,12,4.5,+,50,34,17.0,2.5,2.5,4.0,2.5,1,6,--
MCG+08-22-072,--,--,12,6.25,+,47,30,16.0,2.5,2.5,5.0,5.0,2,3,1
MCG+08-22-073,--,--,12,6.7,+,47,21,15.0,2.5,2.5,6.0,6.0,1,4,1
MCG+08-22-074,--,--,12,6.7,+,47,49,16.0,2.5,2.5,7.0,3.0,3,4,3
MCG+08-22-075,--,--,12,6.9,+,49,11,15.0,5.0,3.0,10.0,4.0,1,3,2
MCG+08-22-076,--,--,12,7.3,+,47,27,15.0,--,--,6.0,3.0,2,2,2
MCG+08-22-077,*,NGC 4144,12,7.5,+,46,44,12.4,20.0,6.0,55.0,12.0,1,4,5
MCG+08-22-078,--,--,12,7.5,+,49,32,16.0,3.0,2.0,6.0,5.0,2,5,1
MCG+08-22-079,--,--,12,7.7,+,49,34,15.0,2.0,2.0,10.0,5.0,2,4,2
MCG+08-22-080,--,--,12,7.8,+,47,27,15.0,4.0,2.0,6.0,5.0,3,5,1
MCG+08-22-081,--,--,12,8.3,+,50,34,16.0,--,--,15.0,5.0,--,5,5
MCG+08-22-082,--,--,12,8.95,+,50,33,16.0,2.0,1.5,3.0,2.5,2,6,2
MCG+08-22-083,--,--,12,9.4,+,47,16,17.0,--,--,9.0,3.0,--,6,1
MCG+08-22-084,--,--,12,40.4,+,47,4,14.0,3.0,3.0,6.0,6.0,1,5,1
MCG+08-22-085,--,--,12,11.1,+,46,47,15.0,6.0,3.0,10.0,3.0,2,6,4
MCG+08-22-086,--,--,12,13.1,+,47,1,16.0,--,--,7.0,2.0,--,3,5
MCG+08-22-087,*,NGC 4217,12,13.35,+,47,23,11.9,10.0,4.0,50.0,12.0,1,6,5
MCG+08-22-088,--,NGC 4218,12,13.4,+,48,25,13.6,--,--,8.0,5.0,--,1,1
MCG+08-22-089,*,NGC 4220,12,13.75,+,48,10,12.2,15.0,7.0,30.0,10.0,1,4,3
MCG+08-22-090,*,NGC 4226,12,13.9,+,47,18,13.6,7.0,4.0,10.0,5.0,1,3,2
MCG+08-22-091,--,--,12,13.9,+,50,19,16.0,2.5,2.5,3.0,3.0,1,5,1
MCG+08-22-092,--,--,12,14.2,+,46,22,15.0,--,--,15.0,1.5,3,4,5
MCG+08-22-093,*,NGC 4232,12,14.3,+,47,43,14.0,3.0,3.0,11.0,6.0,1,2,2
MCG+08-22-094,*,NGC 4231,12,14.3,+,47,44,13.8,4.0,4.0,7.0,7.0,1,6,1
MCG+08-22-095,--,--,12,15.0,+,45,5,16.0,--,--,7.0,2.5,--,4,4
MCG+08-22-096,--,--,12,15.0,+,46,41,16.0,4.0,2.0,10.0,2.5,2,4,4
MCG+08-22-097,--,--,12,15.0,+,47,7,15.0,4.0,2.0,8.0,2.5,2,6,3
MCG+08-22-098,*,NGC 4242,12,15.05,+,45,53,11.39,--,--,45.0,30.0,3,4,1
MCG+08-22-098a,--,--,12,15.1,+,48,10,17.8,--,--,--,--,--,--,--
MCG+08-22-099,*,NGC 4248,12,15.35,+,47,41,13.07,10.0,3.0,20.0,9.0,2,4,5
MCG+08-22-100,--,--,12,15.7,+,44,40,16.0,3.0,2.5,--,--,1,--,--
MCG+08-22-101,--,--,12,16.1,+,49,9,17.0,1.0,1.0,4.0,4.0,2,3,1
MCG+08-22-102,--,--,12,16.1,+,49,10,16.0,2.5,2.5,5.0,4.0,1,6,1
MCG+08-22-103,--,--,12,16.3,+,45,4,16.0,3.0,2.5,6.0,3.0,1,5,2
MCG+08-22-104,*,NGC 4258,12,16.5,+,47,35,8.9,40.0,22.0,120.0,40.0,1,4,3
MCG+08-22-105,--,--,12,19.7,+,47,22,16.0,1.0,1.0,8.0,8.0,2,6,1
MCG+08-22-106,--,--,12,16.75,+,49,38,14.0,--,--,15.0,5.0,--,3,3
MCG+08-23-001,--,--,12,17.0,+,50,6,14.0,--,--,12.0,5.0,2,3,3
MCG+08-23-002,--,--,12,17.5,+,49,10,16.0,--,--,7.0,2.0,--,4,--
MCG+08-23-003,--,--,12,17.75,+,48,24,16.0,5.0,1.0,10.0,1.0,2,6,5
MCG+08-23-004,--,--,12,17.85,+,46,10,16.0,--,--,6.0,1.0,--,3,5
MCG+08-23-005,*,--,12,18.05,+,48,59,16.0,3.0,1.0,8.0,2.5,--,3,--
MCG+08-23-006,*,NGC 4288,12,18.2,+,46,34,13.3,10.0,3.0,20.0,15.0,1,5,2
MCG+08-23-007,--,--,12,18.25,+,46,31,15.0,2.5,2.5,--,--,1,--,--
MCG+08-23-008,--,--,12,18.4,+,48,5,16.0,1.5,1.0,10.0,5.0,4,6,--
MCG+08-23-009,*,--,12,18.5,+,46,25,16.0,1.5,1.5,--,--,1,6,1
MCG+08-23-010,*,--,12,18.5,+,46,25,16.0,1.5,1.5,--,--,1,6,1
MCG+08-23-011,--,--,12,18.6,+,46,23,16.0,--,--,3.0,2.5,--,2,1
MCG+08-23-012,--,--,12,18.85,+,50,30,16.0,4.0,2.0,8.0,2.0,2,5,3
MCG+08-23-013,*,--,12,18.9,+,46,5,14.0,3.0,2.0,25.0,10.0,2,3,2
MCG+08-23-014,--,--,12,19.4,+,49,59,17.0,2.0,2.0,4.0,4.0,2,4,1
MCG+08-23-015,--,--,12,20.0,+,45,20,14.0,4.0,2.0,12.0,4.0,1,4,3
MCG+08-23-016,*,NGC 4346,12,21.0,+,47,17,12.4,17.0,7.0,--,--,1,--,--
MCG+08-23-017,*,NGC 4357,12,21.5,+,49,4,13.4,10.0,4.0,35.0,10.0,2,4,3
MCG+08-23-018,--,--,12,21.8,+,46,34,16.0,2.5,2.0,10.0,2.0,2,5,5
MCG+08-23-019,--,--,12,21.9,+,45,12,15.0,1.5,1.5,7.0,7.0,2,4,1
MCG+08-23-020,--,--,12,22.1,+,48,18,15.0,--,--,6.0,3.0,--,1,2
MCG+08-23-021,--,--,12,22.5,+,45,31,16.0,3.0,2.0,6.0,4.0,2,5,--
MCG+08-23-022,--,--,12,22.8,+,46,15,16.0,--,--,4.0,1.5,--,--,--
MCG+08-23-023,--,NGC 4392,12,22.9,+,46,7,14.0,--,--,6.0,5.0,--,1,1
MCG+08-23-024,--,--,12,23.0,+,47,32,15.0,5.0,3.0,8.0,6.0,2,5,1
MCG+08-23-025,*,--,12,23.1,+,46,20,15.0,2.5,2.0,5.0,4.0,1,5,1
MCG+08-23-026,*,--,12,23.15,+,46,20,14.8,2.5,1.5,5.0,4.0,1,5,1
MCG+08-23-027,--,--,12,23.2,+,45,42,16.0,--,--,11.0,1.0,2,4,5
MCG+08-23-028,*,NGC 4389,12,23.2,+,45,58,12.8,16.0,6.0,25.0,10.0,2,3,2
MCG+08-23-029,*,--,12,23.25,+,50,22,15.0,2.5,2.5,9.0,8.0,2,5,1
MCG+08-23-030,--,--,12,23.35,+,45,21,16.0,2.0,2.0,--,--,1,6,1
MCG+08-23-031,--,--,12,23.4,+,45,33,15.0,3.0,2.5,7.0,5.0,1,5,1
MCG+08-23-032,*,--,12,23.4,+,46,11,14.3,--,--,7.0,3.0,--,3,2
MCG+08-23-033,--,--,12,23.5,+,45,33,15.0,6.0,6.0,10.0,8.0,2,3,5
MCG+08-23-034,*,--,12,23.7,+,45,10,14.4,--,--,10.0,2.0,2,4,4
MCG+08-23-035,*,--,12,23.8,+,48,47,15.0,5.0,2.0,8.0,5.0,1,3,1
MCG+08-23-036,--,--,12,24.45,+,46,9,17.0,2.5,2.0,5.0,4.0,1,5,1
MCG+08-23-037,*,--,12,24.5,+,48,33,15.0,4.0,3.0,8.0,8.0,1,4,1
MCG+08-23-038,*,--,12,25.9,+,44,42,16.0,3.0,2.0,5.0,2.0,1,2,1
MCG+08-23-039,*,--,12,25.9,+,44,42,16.0,2.5,2.5,8.0,2.5,1,4,1
MCG+08-23-040,*,--,12,26.1,+,44,54,14.0,1.5,1.5,6.0,6.0,3,4,1
MCG+08-23-041,*,NGC 4460,12,26.4,+,45,7,12.5,20.0,5.0,--,--,1,--,--
MCG+08-23-042,--,--,12,26.75,+,44,55,14.0,--,--,24.0,1.5,3,4,5
MCG+08-23-043,--,--,12,27.5,+,47,48,14.0,7.0,5.0,15.0,12.0,3,6,2
MCG+08-23-044,--,--,12,27.8,+,47,17,16.0,2.5,2.5,6.0,6.0,1,5,1
MCG+08-23-045,--,--,12,28.6,+,47,9,16.0,2.0,2.0,2.5,2.5,1,5,1
MCG+08-23-046,--,--,12,28.6,+,47,9,16.0,2.0,1.0,4.0,3.0,1,6,1
MCG+08-23-047,--,--,12,28.8,+,47,9,16.0,2.5,2.5,6.0,2.5,1,4,5
MCG+08-23-048,--,--,12,29.4,+,48,12,16.0,4.0,2.0,7.0,7.0,2,3,1
MCG+08-23-049,*,--,12,29.55,+,49,55,15.0,--,--,12.0,5.0,3,6,4
MCG+08-23-050,--,--,12,29.65,+,46,37,16.0,--,--,10.0,1.0,--,2,5
MCG+08-23-051,--,--,12,29.8,+,47,37,15.0,3.0,3.0,--,--,1,6,1
MCG+08-23-052,--,--,12,30.2,+,46,2,16.0,--,--,3.0,3.0,1,--,1
MCG+08-23-053,--,--,12,30.8,+,48,20,16.0,4.0,1.5,10.0,2.0,2,4,3
MCG+08-23-054,--,--,12,30.95,+,46,54,16.0,4.0,2.5,6.0,4.0,2,5,2
MCG+08-23-055,*,--,12,31.1,+,49,24,16.0,3.0,2.0,6.0,3.0,2,5,--
MCG+08-23-056,--,--,12,31.6,+,47,16,16.0,4.0,1.0,8.0,5.0,3,5,1
MCG+08-23-057,--,--,12,31.8,+,48,1,16.0,--,--,8.0,2.5,1,3,5
MCG+08-23-058,--,--,12,35.15,+,49,53,16.0,2.0,2.0,--,--,1,6,1
MCG+08-23-059,--,--,12,32.3,+,47,14,16.0,--,--,10.0,1.0,2,3,5
MCG+08-23-060,--,--,12,32.3,+,49,37,15.0,--,--,10.0,1.0,--,2,5
MCG+08-23-061,--,--,12,32.4,+,48,2,15.0,2.0,2.0,--,--,1,6,--
MCG+08-23-062,--,--,12,33.1,+,48,10,16.0,4.0,1.5,8.0,2.5,1,4,4
MCG+08-23-063,--,--,12,33.25,+,48,2,16.0,3.0,2.5,6.0,2.5,1,4,4
MCG+08-23-064,--,--,12,33.7,+,48,11,17.0,--,--,6.0,3.0,4,5,1
MCG+08-23-065,--,--,12,33.9,+,48,10,15.0,--,--,5.0,3.0,2,3,1
MCG+08-23-066,--,--,12,34.0,+,48,47,16.0,--,--,2.5,2.5,--,1,1
MCG+08-23-067,--,--,12,34.5,+,45,55,15.0,--,--,6.0,6.0,2,3,1
MCG+08-23-068,--,--,12,34.6,+,48,22,16.0,3.0,1.0,5.0,5.0,2,5,1
MCG+08-23-069,--,--,12,34.8,+,49,44,15.0,1.5,1.5,8.0,7.0,2,3,1
MCG+08-23-070,--,--,12,37.25,+,47,55,14.0,--,--,10.0,3.0,--,2,2
MCG+08-23-071,*,--,12,37.3,+,45,6,15.0,7.0,3.0,13.0,7.0,4,6,3
MCG+08-23-072,*,--,12,38.25,+,46,54,16.0,--,--,6.0,1.5,--,2,4
MCG+08-23-073,--,--,12,38.75,+,48,37,15.0,3.0,2.5,6.0,2.5,1,3,3
MCG+08-23-074,*,--,12,39.25,+,44,46,16.0,1.5,1.5,6.0,2.0,1,3,3
MCG+08-23-075,--,--,12,39.8,+,50,19,16.0,--,--,7.0,5.0,--,4,1
MCG+08-23-076,*,--,12,39.9,+,45,44,17.0,--,--,3.0,2.0,--,1,1
MCG+08-23-077,*,--,12,39.9,+,45,44,17.0,3.0,2.0,4.0,2.0,2,6,2
MCG+08-23-078,--,--,12,40.0,+,48,38,17.0,0.5,0.5,6.0,5.0,2,6,1
MCG+08-23-079,--,--,12,40.2,+,48,50,16.0,2.5,2.5,4.0,4.0,1,6,1
MCG+08-23-080,--,--,12,40.6,+,48,52,15.0,2.0,2.0,5.0,5.0,2,4,1
MCG+08-23-081,*,--,12,40.9,+,50,10,17.0,--,--,2.5,1.5,--,2,3
MCG+08-23-082,*,--,12,41.05,+,50,10,16.0,4.0,2.5,--,--,1,2,2
MCG+08-23-083,--,--,12,41.7,+,48,56,16.0,5.0,2.0,8.0,2.0,1,4,5
MCG+08-23-084,--,--,12,41.8,+,45,10,16.0,3.0,2.0,7.0,2.0,1,4,4
MCG+08-23-085,*,--,12,41.8,+,45,17,14.0,5.0,1.5,10.0,7.0,1,6,1
MCG+08-23-086,--,--,12,41.8,+,48,53,16.0,3.0,2.0,5.0,3.0,2,3,1
MCG+08-23-087,--,--,12,41.95,+,50,31,16.0,2.0,2.0,6.0,2.0,2,3,3
MCG+08-23-088,--,--,12,43.45,+,47,49,16.0,--,--,7.0,2.5,--,4,2
MCG+08-23-089,*,--,12,43.7,+,45,29,14.6,4.0,1.5,10.0,10.0,2,2,2
MCG+08-23-090,--,--,12,43.8,+,48,58,16.0,4.0,1.5,6.0,3.0,2,4,3
MCG+08-23-091,--,--,12,43.9,+,47,0,15.0,--,--,10.0,4.0,2,3,3
MCG+08-23-092,--,--,12,44.0,+,48,31,16.0,5.0,2.0,8.0,2.0,1,5,--
MCG+08-23-093,--,--,12,46.55,+,49,35,16.0,0.5,0.5,6.0,5.0,2,4,1
MCG+08-23-094,--,--,12,46.55,+,47,58,16.0,--,--,8.0,1.0,--,1,5
MCG+08-23-095,--,--,12,47.35,+,49,44,16.0,--,--,5.0,3.0,--,2,2
MCG+08-23-096,--,--,12,48.0,+,48,22,16.0,--,--,3.0,2.5,--,1,1
MCG+08-23-097,--,--,12,48.4,+,48,13,16.0,4.0,2.0,6.0,2.5,1,5,3
MCG+08-23-098,--,NGC 4741,12,48.7,+,47,58,13.2,--,--,12.0,6.0,2,3,2
MCG+08-23-099,--,--,12,50.0,+,48,28,16.0,1.5,0.5,6.0,6.0,4,6,1
MCG+08-23-100,--,--,12,50.55,+,47,58,16.0,2.0,2.0,--,--,1,6,--
MCG+08-24-001,*,--,12,51.8,+,49,3,17.0,2.0,2.0,6.0,5.0,1,5,1
MCG+08-24-002,--,--,12,51.9,+,48,32,16.0,3.0,2.0,6.0,4.0,2,4,2
MCG+08-24-003,--,--,12,52.0,+,45,17,16.0,--,--,8.0,1.5,1,4,5
MCG+08-24-004,*,NGC 4800,12,52.45,+,46,48,12.2,--,--,15.0,12.0,1,3,2
MCG+08-24-005,--,--,12,52.45,+,49,39,16.0,6.0,2.0,10.0,2.0,1,2,3
MCG+08-24-006,--,--,12,53.0,+,46,19,16.0,3.0,2.0,4.0,3.0,1,4,2
MCG+08-24-007,--,--,12,53.3,+,48,45,16.0,4.0,3.0,6.0,3.0,1,3,2
MCG+08-24-008,--,--,12,53.5,+,47,2,16.0,2.5,1.5,9.0,4.0,2,3,3
MCG+08-24-009,--,--,12,53.5,+,48,33,16.0,--,--,6.0,2.5,1,2,3
MCG+08-24-010,--,--,12,53.75,+,48,43,16.0,4.0,3.0,5.0,4.0,1,3,1
MCG+08-24-011,*,--,12,54.6,+,48,35,14.0,--,--,10.0,5.0,--,2,--
MCG+08-24-012,--,--,12,54.6,+,48,35,16.0,--,--,3.0,2.5,--,3,1
MCG+08-24-013,--,--,12,55.25,+,49,25,16.0,2.5,2.5,6.0,3.0,1,5,--
MCG+08-24-014,--,--,12,55.4,+,48,46,15.0,5.0,5.0,7.0,6.0,1,3,1
MCG+08-24-015,--,--,12,56.2,+,45,32,16.0,2.0,0.5,5.0,6.0,2,4,1
MCG+08-24-016,--,--,12,56.3,+,49,22,16.0,1.0,1.0,6.0,4.0,1,5,1
MCG+08-24-017,--,--,12,56.45,+,50,16,15.0,3.0,2.0,10.0,4.0,1,4,3
MCG+08-24-018,--,--,12,57.1,+,48,37,16.0,4.0,3.0,--,--,1,--,--
MCG+08-24-019,*,NGC 4901,12,57.7,+,47,29,14.3,3.0,3.0,8.0,7.0,1,6,1
MCG+08-24-020,--,--,12,58.3,+,48,35,15.0,--,--,17.0,8.0,2,3,4
MCG+08-24-021,--,--,12,58.3,+,50,16,16.0,3.0,2.5,7.0,5.0,2,3,2
MCG+08-24-022,--,--,12,58.5,+,48,50,16.0,1.0,1.0,6.0,5.0,1,4,1
MCG+08-24-023,--,NGC 4917,12,58.7,+,47,30,13.9,8.0,2.0,12.0,10.0,1,4,2
MCG+08-24-024,*,--,12,59.0,+,48,20,17.0,--,--,7.0,4.0,1,1,1
MCG+08-24-025,--,--,12,59.95,+,50,34,16.0,--,--,6.0,3.0,1,4,2
MCG+08-24-026,--,--,13,0.2,+,50,14,15.0,2.0,1.0,5.0,5.0,2,3,1
MCG+08-24-027,--,--,13,0.7,+,47,45,16.0,--,--,10.0,2.0,1,3,4
MCG+08-24-028,--,--,13,1.0,+,47,40,15.0,3.0,2.5,6.0,5.0,1,5,1
MCG+08-24-029,--,--,13,1.0,+,49,4,15.0,--,--,5.0,8.0,2,4,1
MCG+08-24-030,--,--,13,1.1,+,48,35,16.0,--,--,8.0,2.5,2,4,4
MCG+08-24-031,--,--,13,1.7,+,47,40,15.0,--,--,7.0,7.0,1,5,1
MCG+08-24-032,--,--,13,1.8,+,49,44,16.0,--,--,10.0,1.5,1,3,4
MCG+08-24-033,--,--,13,2.1,+,45,19,15.0,--,--,6.0,4.0,1,2,2
MCG+08-24-034,--,--,13,2.2,+,47,52,15.0,--,--,6.0,6.0,--,2,1
MCG+08-24-035,--,--,13,2.75,+,47,47,15.0,6.0,4.0,9.0,5.0,1,3,3
MCG+08-24-036,--,--,13,3.5,+,49,42,15.0,--,--,5.0,2.5,--,1,2
MCG+08-24-037,--,--,13,3.6,+,46,44,15.0,--,--,15.0,1.5,1,2,5
MCG+08-24-038,--,--,13,3.8,+,49,38,16.0,4.0,2.5,7.0,3.0,1,5,3
MCG+08-24-039,--,--,13,4.1,+,49,14,16.0,2.0,2.0,10.0,10.0,3,5,1
MCG+08-24-040,--,--,13,4.1,+,49,35,15.0,--,--,8.0,5.0,3,5,1
MCG+08-24-041,--,--,13,4.3,+,45,33,15.0,5.0,4.0,8.0,7.0,1,5,1
MCG+08-24-042,--,--,13,4.7,+,45,32,16.0,--,--,8.0,2.0,1,2,4
MCG+08-24-043,--,--,13,4.75,+,45,32,17.0,--,--,3.0,1.5,--,1,1
MCG+08-24-044,--,--,13,4.9,+,45,47,16.0,4.0,2.0,7.0,2.5,2,4,3
MCG+08-24-045,--,--,13,5.3,+,45,25,15.0,--,--,7.0,3.0,--,1,3
MCG+08-24-046,--,--,13,5.3,+,45,29,16.0,--,--,5.0,3.0,--,1,2
MCG+08-24-047,--,--,13,5.85,+,50,28,16.0,--,--,7.0,2.0,--,2,5
MCG+08-24-048,--,--,13,5.9,+,47,6,15.0,--,--,10.0,6.0,4,6,1
MCG+08-24-049,--,--,13,6.2,+,45,38,14.0,6.0,5.0,11.0,8.0,2,5,1
MCG+08-24-050,--,--,13,6.2,+,48,25,16.0,--,--,7.0,3.0,--,2,3
MCG+08-24-051,--,--,13,6.3,+,46,50,16.0,--,--,5.0,4.0,--,3,2
MCG+08-24-052,--,--,13,6.8,+,50,2,16.0,--,--,2.0,2.0,--,2,1
MCG+08-24-053,--,--,13,7.0,+,46,30,17.0,1.5,1.5,3.0,3.0,1,5,1
MCG+08-24-054,--,--,13,7.1,+,46,30,16.0,7.0,2.0,12.0,2.0,1,5,5
MCG+08-24-055,--,--,13,7.3,+,47,48,16.0,--,--,5.0,2.5,--,1,2
MCG+08-24-056,--,--,13,7.5,+,45,32,15.0,--,--,8.0,4.0,1,3,2
MCG+08-24-057,--,--,13,7.6,+,46,17,16.0,--,--,5.0,3.0,--,2,1
MCG+08-24-058,--,--,13,7.7,+,46,10,16.0,--,--,6.0,3.0,--,2,2
MCG+08-24-059,--,--,13,7.8,+,48,15,16.0,--,--,4.0,2.5,--,1,1
MCG+08-24-060,--,--,13,7.8,+,49,56,16.0,--,--,4.0,3.0,3,4,1
MCG+08-24-061,--,NGC 5009,13,8.65,+,50,22,15.0,3.0,3.0,10.0,5.0,2,5,2
MCG+08-24-062,*,--,13,8.7,+,50,8,16.0,3.0,3.0,--,--,2,5,--
MCG+08-24-063,--,--,13,8.7,+,50,10,16.0,--,--,10.0,1.5,--,2,5
MCG+08-24-064,--,--,13,9.0,+,46,54,16.0,--,--,8.0,3.0,2,3,3
MCG+08-24-065,--,--,13,9.1,+,46,59,16.0,--,--,10.0,2.0,2,4,4
MCG+08-24-066,--,--,13,9.1,+,47,1,16.0,--,--,7.0,3.0,--,2,3
MCG+08-24-067,--,--,13,9.2,+,45,56,15.0,--,--,10.0,3.0,1,2,3
MCG+08-24-068,--,--,13,9.2,+,47,49,15.0,--,--,4.0,3.0,--,1,1
MCG+08-24-069,--,--,13,9.3,+,47,49,15.0,8.0,4.0,5.0,8.0,2,6,2
MCG+08-24-070,--,--,13,9.4,+,46,36,15.0,--,--,7.0,5.0,2,3,1
MCG+08-24-071,*,--,13,9.5,+,45,11,18.0,--,--,3.0,2.0,--,1,3
MCG+08-24-072,--,--,13,9.5,+,50,31,16.0,2.5,0.5,10.0,5.0,4,6,2
MCG+08-24-073,*,--,13,9.55,+,45,11,18.0,--,--,2.5,1.5,--,1,1
MCG+08-24-074,--,--,13,9.6,+,45,0,16.0,4.0,3.0,5.0,5.0,3,4,1
MCG+08-24-075,*,--,13,9.6,+,45,21,17.0,2.5,2.5,5.0,5.0,3,6,--
MCG+08-24-076,*,--,13,9.7,+,47,12,16.0,--,--,4.0,3.0,1,2,--
MCG+08-24-077,--,--,13,9.75,+,45,20,16.0,--,--,1.0,1.0,--,1,2
MCG+08-24-078,--,--,13,9.8,+,45,42,16.0,1.0,1.0,7.0,7.0,1,5,2
MCG+08-24-079,*,--,13,9.85,+,45,4,16.0,1.0,1.0,4.0,4.0,2,5,1
MCG+08-24-080,*,--,13,9.9,+,45,5,16.0,7.5,1.5,11.0,2.0,2,4,5
MCG+08-24-081,--,--,13,10.0,+,44,57,15.0,3.0,1.5,10.0,5.0,2,4,3
MCG+08-24-082,--,--,13,10.0,+,45,37,15.0,3.0,3.0,7.0,5.0,2,5,1
MCG+08-24-083,--,--,13,10.0,+,45,42,16.0,3.0,2.5,--,--,1,--,1
MCG+08-24-084,*,NGC 5021,13,10.0,+,46,28,13.5,8.0,5.0,15.0,7.0,2,3,3
MCG+08-24-085,--,--,13,10.05,+,46,40,16.0,--,--,4.0,3.0,--,2,1
MCG+08-24-086,--,--,13,10.2,+,45,6,15.0,3.0,3.0,7.0,7.0,1,5,1
MCG+08-24-087,--,NGC 5029,13,10.5,+,47,20,14.7,8.0,5.0,--,--,1,--,--
MCG+08-24-088,--,--,13,10.6,+,47,12,16.0,2.0,1.5,5.0,3.0,2,4,1
MCG+08-24-089,--,--,13,10.8,+,47,44,15.0,4.0,3.0,8.0,5.0,2,3,2
MCG+08-24-090,--,--,13,11.25,+,46,36,16.0,--,--,10.0,5.0,--,4,2
MCG+08-24-091,--,--,13,11.8,+,49,59,16.0,--,--,3.0,2.5,--,2,1
MCG+08-24-092,--,--,13,11.9,+,47,39,16.0,--,--,6.0,5.0,3,4,1
MCG+08-24-093,--,--,13,12.3,+,46,12,13.0,--,--,30.0,10.0,3,6,3
MCG+08-24-094,--,--,13,12.4,+,44,46,16.0,--,--,10.0,3.0,2,3,3
MCG+08-24-095,*,--,13,13.1,+,44,40,16.0,--,--,3.0,2.5,--,1,1
MCG+08-24-096,*,--,13,13.15,+,44,40,16.0,3.0,2.5,7.0,5.0,1,4,--
MCG+08-24-097,--,--,13,13.4,+,47,47,15.0,--,--,20.0,7.0,3,6,3
MCG+08-24-098,--,--,13,15.0,+,46,18,16.0,--,--,6.0,2.5,--,3,3
MCG+08-24-099,--,--,13,15.05,+,47,37,15.0,--,--,5.0,4.0,--,1,1
MCG+08-24-100,--,--,13,15.4,+,47,57,16.0,--,--,2.0,1.5,--,1,1
MCG+08-24-101,--,--,13,15.4,+,48,4,15.0,2.5,2.0,6.0,4.0,2,5,1
MCG+08-24-102,*,--,13,16.2,+,47,30,17.0,2.0,2.0,--,--,1,--,--
MCG+08-24-103,*,--,13,16.2,+,47,31,17.0,--,--,2.5,2.0,--,2,1
MCG+08-24-104,*,--,13,16.35,+,47,28,17.0,1.5,1.5,--,--,2,--,1
MCG+08-24-105,*,--,13,16.4,+,47,25,17.0,--,--,1.5,1.5,--,2,1
MCG+08-24-106,*,--,13,16.45,+,47,25,17.0,5.0,1.0,10.0,1.0,2,5,5
MCG+08-24-107,--,--,13,17.1,+,48,11,16.0,2.5,2.5,--,--,3,6,1
MCG+08-24-108,--,--,13,17.6,+,48,29,15.0,3.0,3.0,6.0,7.0,2,5,1
MCG+08-24-109,--,--,13,17.7,+,48,0,15.0,--,--,8.0,5.0,2,3,2
MCG+08-24-110,--,--,13,21.3,+,49,18,16.0,--,--,7.0,5.0,2,5,1
MCG+08-24-111,--,--,13,23.7,+,46,26,16.0,--,--,6.0,1.5,2,3,3
