Name,Type,Class,RA 2000,Decl 2000,Size,PA,V Mag,B Mag,Surf Br,Con,NGC,WH
NGC 4861,GX,SBm,12 59 01.8,+34 51 39,4.0x1.5,15.0,12.3,12.9,14.1,CVn,"vF,pL,vmE30,bet 2 st",IV 30
NGC 4868,GX,Sbc,12 59 09.0,+37 18 37,1.6x1.5,,12.2,13.0,13.0,CVn,"pB,S,R,mbM",II 644
NGC 4856,GX,S0/a,12 59 21.2,-15 02 32,4.3x1.2,37.0,10.5,11.5,12.1,Vir,"B,R,psmbM,*13 np",I 68
NGC 4869,GX,E3,12 59 23.3,+27 54 41,0.7x0.7,,13.8,14.8,13.1,Com,"cF,S,R,*7 n",II 388
NGC 4866,GX,S0+,12 59 27.1,+14 10 16,6.3x1.3,87.0,11.2,12.1,13.4,Vir,"B,pL,mE90,sbMN,S* inv",I 162
NGC 4872,GX,SB0,12 59 34.1,+27 56 48,0.8x0.6,115.0,14.4,15.4,,Com,"pF,pS,R",II 389
NGC 4892,GX,S,13 00 03.5,+26 53 53,1.3x0.3,13.0,13.9,14.8,12.7,Com,vF,II 390
NGC 4889,GX,cD,13 00 08.1,+27 58 37,2.9x1.9,80.0,11.5,12.5,13.3,Com,"pB,pmE,bM,*7 n",II 391
NGC 4880,GX,Sa,13 00 10.5,+12 29 00,3.2x2.5,165.0,11.4,12.4,13.5,Vir,"cF,pL,R,vglbM,r",III 83
NGC 4894,GX,S0,13 00 16.5,+27 58 03,0.5x0.1,35.0,15.2,16.1,,Com,"pF,S,R",III 363?
NGC 4878,GX,SB0+,13 00 20.1,-06 06 14,1.3x1.1,10.0,13.7,14.5,13.9,Vir,"vF,vS,p of 2",III 758
NGC 4879,*,,13 00 25.6,-06 06 40,,,,,,Vir,"pF,cS,E,psbM,** np",III 759
NGC 4877,GX,Sab:,13 00 26.3,-15 17 00,1.9x0.9,6.0,12.4,13.2,12.8,Vir,"pB,pL,mbM",III 299
NGC 4888,GX,Sa:,13 00 36.3,-06 04 31,1.2x0.5,110.0,14.2,15.0,13.5,Vir,"vF,vS,f of 2",II 778
NGC 4890,GX,Sm:p,13 00 39.0,-04 36 11,1.0x0.8,100.0,11.9,12.7,11.5,Vir,"cF,S,iR,bM",III 614
NGC 4900,GX,SBc,13 00 39.1,+02 30 00,2.2x2.1,,11.4,11.9,12.9,Vir,"cB,cE,*10 att pos135",I 143
NGC 4914,GX,E+,13 00 42.9,+37 18 54,3.5x1.9,155.0,11.6,12.5,13.7,CVn,"pB,cS,R,smbM,*17 np",II 645
NGC 4908,GX,E5,13 00 51.5,+28 02 34,1.0x0.9,,13.6,14.7,13.6,Com,"vF,vS",III 363
NGC 4911,GX,Sbc,13 00 56.1,+27 47 27,1.4x1.3,,12.8,13.6,13.3,Com,"1 of 4,F,pL,*11 np 2'",II 392
NGC 4899,GX,Sc,13 00 56.5,-13 56 39,2.6x1.4,15.0,11.9,12.6,13.2,Vir,"pF,eL",II 300
